
filename,"10.1021Je800900a.Isotherm29"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-035dc75dddd00241bd76627f78cbef2d"
name,"Zeolite 5A"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"298"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.000104429"
total_adsorption,"0.131415"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.131415"
line_id,"2"
pressure,"0.000121537"
total_adsorption,"0.145591"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.145591"
line_id,"3"
pressure,"0.000144544"
total_adsorption,"0.161297"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.161297"
line_id,"4"
pressure,"0.000168221"
total_adsorption,"0.176101"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.176101"
line_id,"5"
pressure,"0.000200069"
total_adsorption,"0.192264"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.192264"
line_id,"6"
pressure,"0.000232841"
total_adsorption,"0.20991"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.20991"
line_id,"7"
pressure,"0.000276917"
total_adsorption,"0.232555"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.232555"
line_id,"8"
pressure,"0.000322285"
total_adsorption,"0.253899"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.253899"
line_id,"9"
pressure,"0.000383292"
total_adsorption,"0.281289"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.281289"
line_id,"10"
pressure,"0.000455848"
total_adsorption,"0.307106"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.307106"
line_id,"11"
pressure,"0.000542151"
total_adsorption,"0.335293"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.335293"
line_id,"12"
pressure,"0.000630957"
total_adsorption,"0.366066"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.366066"
line_id,"13"
pressure,"0.000766849"
total_adsorption,"0.399664"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.399664"
line_id,"14"
pressure,"0.000892463"
total_adsorption,"0.436346"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.436346"
line_id,"15"
pressure,"0.00123528"
total_adsorption,"0.512562"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.512562"
line_id,"16"
pressure,"0.00174724"
total_adsorption,"0.593342"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.593342"
line_id,"17"
pressure,"0.00207801"
total_adsorption,"0.6478"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.6478"
line_id,"18"
pressure,"0.0026374"
total_adsorption,"0.717682"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.717682"
line_id,"19"
pressure,"0.00313669"
total_adsorption,"0.783552"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.783552"
line_id,"20"
pressure,"0.00443669"
total_adsorption,"0.907041"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.907041"
line_id,"21"
pressure,"0.00527659"
total_adsorption,"0.975903"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.975903"
line_id,"22"
pressure,"0.00641297"
total_adsorption,"1.06547"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.06547"
line_id,"23"
pressure,"0.0110243"
total_adsorption,"1.30775"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.30775"
line_id,"24"
pressure,"0.0133986"
total_adsorption,"1.40704"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.40704"
line_id,"25"
pressure,"0.0162841"
total_adsorption,"1.49186"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.49186"
line_id,"26"
pressure,"0.0197911"
total_adsorption,"1.60512"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.60512"
line_id,"27"
pressure,"0.0286069"
total_adsorption,"1.8045"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.8045"
line_id,"28"
pressure,"0.0340224"
total_adsorption,"1.94149"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.94149"
line_id,"29"
pressure,"0.0536305"
total_adsorption,"2.34835"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.34835"
line_id,"30"
pressure,"0.0666084"
total_adsorption,"2.38297"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.38297"
line_id,"31"
pressure,"0.0809534"
total_adsorption,"2.52663"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.52663"
line_id,"32"
pressure,"0.0983877"
total_adsorption,"2.67896"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.67896"
line_id,"33"
pressure,"0.130404"
total_adsorption,"2.88235"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.88235"
line_id,"34"
pressure,"0.158489"
total_adsorption,"3.05611"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.05611"
line_id,"35"
pressure,"0.196843"
total_adsorption,"3.19328"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.19328"
line_id,"36"
pressure,"0.239232"
total_adsorption,"3.33661"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.33661"
line_id,"37"
pressure,"0.310284"
total_adsorption,"3.58992"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.58992"
line_id,"38"
pressure,"0.521975"
total_adsorption,"4.03582"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.03582"
line_id,"39"
pressure,"0.878072"
total_adsorption,"4.53712"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.53712"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.000104429","1","0.131415","0.131415"
2,"0.000121537","1","0.145591","0.145591"
3,"0.000144544","1","0.161297","0.161297"
4,"0.000168221","1","0.176101","0.176101"
5,"0.000200069","1","0.192264","0.192264"
6,"0.000232841","1","0.20991","0.20991"
7,"0.000276917","1","0.232555","0.232555"
8,"0.000322285","1","0.253899","0.253899"
9,"0.000383292","1","0.281289","0.281289"
10,"0.000455848","1","0.307106","0.307106"
11,"0.000542151","1","0.335293","0.335293"
12,"0.000630957","1","0.366066","0.366066"
13,"0.000766849","1","0.399664","0.399664"
14,"0.000892463","1","0.436346","0.436346"
15,"0.00123528","1","0.512562","0.512562"
16,"0.00174724","1","0.593342","0.593342"
17,"0.00207801","1","0.6478","0.6478"
18,"0.0026374","1","0.717682","0.717682"
19,"0.00313669","1","0.783552","0.783552"
20,"0.00443669","1","0.907041","0.907041"
21,"0.00527659","1","0.975903","0.975903"
22,"0.00641297","1","1.06547","1.06547"
23,"0.0110243","1","1.30775","1.30775"
24,"0.0133986","1","1.40704","1.40704"
25,"0.0162841","1","1.49186","1.49186"
26,"0.0197911","1","1.60512","1.60512"
27,"0.0286069","1","1.8045","1.8045"
28,"0.0340224","1","1.94149","1.94149"
29,"0.0536305","1","2.34835","2.34835"
30,"0.0666084","1","2.38297","2.38297"
31,"0.0809534","1","2.52663","2.52663"
32,"0.0983877","1","2.67896","2.67896"
33,"0.130404","1","2.88235","2.88235"
34,"0.158489","1","3.05611","3.05611"
35,"0.196843","1","3.19328","3.19328"
36,"0.239232","1","3.33661","3.33661"
37,"0.310284","1","3.58992","3.58992"
38,"0.521975","1","4.03582","4.03582"
39,"0.878072","1","4.53712","4.53712"
