
filename,"10.1021Je800900a.Isotherm39"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f"
name,"Zeolite 13X"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"423"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.00012692"
total_adsorption,"0.0106028"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0106028"
line_id,"2"
pressure,"0.00014771"
total_adsorption,"0.011576"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.011576"
line_id,"3"
pressure,"0.000171906"
total_adsorption,"0.0128248"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0128248"
line_id,"4"
pressure,"0.000200069"
total_adsorption,"0.0142082"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0142082"
line_id,"5"
pressure,"0.000232841"
total_adsorption,"0.0157409"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0157409"
line_id,"6"
pressure,"0.000270982"
total_adsorption,"0.0174393"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0174393"
line_id,"7"
pressure,"0.00031537"
total_adsorption,"0.0193206"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0193206"
line_id,"8"
pressure,"0.000367037"
total_adsorption,"0.0214047"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0214047"
line_id,"9"
pressure,"0.000427159"
total_adsorption,"0.0237137"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0237137"
line_id,"10"
pressure,"0.00049713"
total_adsorption,"0.0262718"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0262718"
line_id,"11"
pressure,"0.000591235"
total_adsorption,"0.0291058"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0291058"
line_id,"12"
pressure,"0.000688098"
total_adsorption,"0.0322456"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0322456"
line_id,"13"
pressure,"0.000800811"
total_adsorption,"0.0352055"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0352055"
line_id,"14"
pressure,"0.000931987"
total_adsorption,"0.0390032"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0390032"
line_id,"15"
pressure,"0.00110842"
total_adsorption,"0.0432106"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0432106"
line_id,"16"
pressure,"0.00129"
total_adsorption,"0.047177"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.047177"
line_id,"17"
pressure,"0.00150131"
total_adsorption,"0.0522661"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0522661"
line_id,"18"
pressure,"0.00174724"
total_adsorption,"0.0570637"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0570637"
line_id,"19"
pressure,"0.00207801"
total_adsorption,"0.0623003"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0623003"
line_id,"20"
pressure,"0.0024184"
total_adsorption,"0.068019"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.068019"
line_id,"21"
pressure,"0.00287623"
total_adsorption,"0.0753564"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0753564"
line_id,"22"
pressure,"0.00334739"
total_adsorption,"0.0822716"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0822716"
line_id,"23"
pressure,"0.00389572"
total_adsorption,"0.0911486"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0911486"
line_id,"24"
pressure,"0.00463321"
total_adsorption,"0.099513"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.099513"
line_id,"25"
pressure,"0.00551031"
total_adsorption,"0.108647"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.108647"
line_id,"26"
pressure,"0.00641297"
total_adsorption,"0.118619"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.118619"
line_id,"27"
pressure,"0.00762699"
total_adsorption,"0.129505"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.129505"
line_id,"28"
pressure,"0.00907083"
total_adsorption,"0.143476"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.143476"
line_id,"29"
pressure,"0.010788"
total_adsorption,"0.156644"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.156644"
line_id,"30"
pressure,"0.0125552"
total_adsorption,"0.171022"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.171022"
line_id,"31"
pressure,"0.015935"
total_adsorption,"0.189471"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.189471"
line_id,"32"
pressure,"0.0189516"
total_adsorption,"0.206861"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.206861"
line_id,"33"
pressure,"0.0225393"
total_adsorption,"0.225847"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.225847"
line_id,"34"
pressure,"0.0268062"
total_adsorption,"0.246575"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.246575"
line_id,"35"
pressure,"0.0325792"
total_adsorption,"0.269206"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.269206"
line_id,"36"
pressure,"0.0387467"
total_adsorption,"0.293914"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.293914"
line_id,"37"
pressure,"0.0513556"
total_adsorption,"0.335293"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.335293"
line_id,"38"
pressure,"0.0610776"
total_adsorption,"0.366066"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.366066"
line_id,"39"
pressure,"0.07264"
total_adsorption,"0.393857"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.393857"
line_id,"40"
pressure,"0.088284"
total_adsorption,"0.430006"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.430006"
line_id,"41"
pressure,"0.107298"
total_adsorption,"0.462652"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.462652"
line_id,"42"
pressure,"0.139165"
total_adsorption,"0.520118"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.520118"
line_id,"43"
pressure,"0.169138"
total_adsorption,"0.559604"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.559604"
line_id,"44"
pressure,"0.201155"
total_adsorption,"0.602089"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.602089"
line_id,"45"
pressure,"0.244478"
total_adsorption,"0.6478"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.6478"
line_id,"46"
pressure,"0.297126"
total_adsorption,"0.69698"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.69698"
line_id,"47"
pressure,"0.353378"
total_adsorption,"0.749894"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.749894"
line_id,"48"
pressure,"0.429477"
total_adsorption,"0.806826"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.806826"
line_id,"49"
pressure,"0.521975"
total_adsorption,"0.868079"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.868079"
line_id,"50"
pressure,"0.634381"
total_adsorption,"0.920414"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.920414"
line_id,"51"
pressure,"0.77101"
total_adsorption,"0.990291"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.990291"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.00012692","1","0.0106028","0.0106028"
2,"0.00014771","1","0.011576","0.011576"
3,"0.000171906","1","0.0128248","0.0128248"
4,"0.000200069","1","0.0142082","0.0142082"
5,"0.000232841","1","0.0157409","0.0157409"
6,"0.000270982","1","0.0174393","0.0174393"
7,"0.00031537","1","0.0193206","0.0193206"
8,"0.000367037","1","0.0214047","0.0214047"
9,"0.000427159","1","0.0237137","0.0237137"
10,"0.00049713","1","0.0262718","0.0262718"
11,"0.000591235","1","0.0291058","0.0291058"
12,"0.000688098","1","0.0322456","0.0322456"
13,"0.000800811","1","0.0352055","0.0352055"
14,"0.000931987","1","0.0390032","0.0390032"
15,"0.00110842","1","0.0432106","0.0432106"
16,"0.00129","1","0.047177","0.047177"
17,"0.00150131","1","0.0522661","0.0522661"
