
filename,"10.1021Je800900a.Isotherm10"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-035dc75dddd00241bd76627f78cbef2d"
name,"Zeolite 5A"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"323"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"1.08E-5"
total_adsorption,"0.011067"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.011067"
line_id,"2"
pressure,"1.27E-5"
total_adsorption,"0.0124262"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0124262"
line_id,"3"
pressure,"1.49E-5"
total_adsorption,"0.0139524"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0139524"
line_id,"4"
pressure,"1.74E-5"
total_adsorption,"0.0156664"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0156664"
line_id,"5"
pressure,"2.04E-5"
total_adsorption,"0.0175906"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0175906"
line_id,"6"
pressure,"2.39E-5"
total_adsorption,"0.0197515"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0197515"
line_id,"7"
pressure,"2.73E-5"
total_adsorption,"0.0221774"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0221774"
line_id,"8"
pressure,"3.2E-5"
total_adsorption,"0.025265"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.025265"
line_id,"9"
pressure,"3.75E-5"
total_adsorption,"0.0283681"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0283681"
line_id,"10"
pressure,"4.39E-5"
total_adsorption,"0.0318522"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0318522"
line_id,"11"
pressure,"5.15E-5"
total_adsorption,"0.0357651"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0357651"
line_id,"12"
pressure,"6.03E-5"
total_adsorption,"0.0395804"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0395804"
line_id,"13"
pressure,"7.07E-5"
total_adsorption,"0.0444427"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0444427"
line_id,"14"
pressure,"8.51E-5"
total_adsorption,"0.0499011"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0499011"
line_id,"15"
pressure,"9.97E-5"
total_adsorption,"0.0560312"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0560312"
line_id,"16"
pressure,"0.000116883"
total_adsorption,"0.0629129"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0629129"
line_id,"17"
pressure,"0.000136978"
total_adsorption,"0.0706415"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0706415"
line_id,"18"
pressure,"0.000164869"
total_adsorption,"0.0781772"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0781772"
line_id,"19"
pressure,"0.000193215"
total_adsorption,"0.0877809"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0877809"
line_id,"20"
pressure,"0.000226433"
total_adsorption,"0.0985621"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0985621"
line_id,"21"
pressure,"0.00027254"
total_adsorption,"0.109078"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.109078"
line_id,"22"
pressure,"0.000319396"
total_adsorption,"0.122476"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.122476"
line_id,"23"
pressure,"0.000364443"
total_adsorption,"0.139526"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.139526"
line_id,"24"
pressure,"0.000450568"
total_adsorption,"0.150003"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.150003"
line_id,"25"
pressure,"0.000528032"
total_adsorption,"0.168428"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.168428"
line_id,"26"
pressure,"0.00063555"
total_adsorption,"0.186397"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.186397"
line_id,"27"
pressure,"0.000764892"
total_adsorption,"0.209293"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.209293"
line_id,"28"
pressure,"0.00092064"
total_adsorption,"0.231622"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.231622"
line_id,"29"
pressure,"0.00110799"
total_adsorption,"0.260072"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.260072"
line_id,"30"
pressure,"0.0013336"
total_adsorption,"0.287819"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.287819"
line_id,"31"
pressure,"0.00209174"
total_adsorption,"0.368161"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.368161"
line_id,"32"
pressure,"0.00251796"
total_adsorption,"0.401582"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.401582"
line_id,"33"
pressure,"0.00303069"
total_adsorption,"0.444426"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.444426"
line_id,"34"
pressure,"0.00345968"
total_adsorption,"0.477799"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.477799"
line_id,"35"
pressure,"0.00416417"
total_adsorption,"0.528774"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.528774"
line_id,"36"
pressure,"0.00514716"
total_adsorption,"0.585189"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.585189"
line_id,"37"
pressure,"0.00619597"
total_adsorption,"0.638309"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.638309"
line_id,"38"
pressure,"0.00765859"
total_adsorption,"0.70641"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.70641"
line_id,"39"
pressure,"0.00874266"
total_adsorption,"0.759457"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.759457"
line_id,"40"
pressure,"0.0108077"
total_adsorption,"0.828398"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.828398"
line_id,"41"
pressure,"0.0130099"
total_adsorption,"0.903597"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.903597"
line_id,"42"
pressure,"0.0148531"
total_adsorption,"0.957485"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.957485"
line_id,"43"
pressure,"0.0183613"
total_adsorption,"1.0444"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.0444"
line_id,"44"
pressure,"0.0221051"
total_adsorption,"1.12283"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.12283"
line_id,"45"
pressure,"0.0273264"
total_adsorption,"1.22476"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.22476"
line_id,"46"
pressure,"0.0311874"
total_adsorption,"1.35542"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.35542"
line_id,"47"
pressure,"0.0365735"
total_adsorption,"1.39526"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.39526"
line_id,"48"
pressure,"0.0452121"
total_adsorption,"1.52191"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.52191"
line_id,"49"
pressure,"0.0544247"
total_adsorption,"1.66007"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.66007"
line_id,"50"
pressure,"0.0672947"
total_adsorption,"1.75907"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.75907"
line_id,"51"
pressure,"0.083199"
total_adsorption,"1.89117"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.89117"
line_id,"52"
pressure,"0.100164"
total_adsorption,"2.03318"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.03318"
line_id,"53"
pressure,"0.127172"
total_adsorption,"2.18586"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.18586"
line_id,"54"
pressure,"0.137654"
total_adsorption,"2.35001"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.35001"
line_id,"55"
pressure,"0.174832"
total_adsorption,"2.41907"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.41907"
line_id,"56"
pressure,"0.221973"
total_adsorption,"2.60072"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.60072"
line_id,"57"
pressure,"0.233997"
