
filename,"10.1007s10450-020-00206-7.Isotherm6"
line_id,"17"
pressure,"0.039383"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.03282"
line_id,"18"
pressure,"0.050886"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.19246"
line_id,"19"
pressure,"0.062109"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.29002"
line_id,"20"
pressure,"0.071612"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.38758"
line_id,"21"
pressure,"0.082568"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.4408"
line_id,"22"
pressure,"0.092528"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.49401"
line_id,"23"
pressure,"0.104678"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.5561"
line_id,"24"
pressure,"0.120694"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.60044"
line_id,"25"
pressure,"0.137845"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.67139"
line_id,"26"
pressure,"0.154473"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.72461"
line_id,"27"
pressure,"0.176424"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.76008"
line_id,"28"
pressure,"0.197706"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.80443"
line_id,"29"
pressure,"0.234537"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.86651"
line_id,"30"
pressure,"0.27042"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.91086"
line_id,"31"
pressure,"0.308848"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.96407"
line_id,"32"
pressure,"0.369879"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.02615"
line_id,"33"
pressure,"0.42244"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.0705"
line_id,"34"
pressure,"0.48247"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.11484"
line_id,"35"
pressure,"0.572352"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.17693"
line_id,"36"
pressure,"0.666212"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.23901"
line_id,"37"
pressure,"0.775464"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.28336"
line_id,"38"
pressure,"0.877294"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.31883"
line_id,"39"
pressure,"1.04073"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.35431"
line_id,"40"
pressure,"1.53648"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.50351"
line_id,"41"
pressure,"2.0283"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.53595"
line_id,"42"
pressure,"2.49796"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.65489"
line_id,"43"
pressure,"3.006"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.68733"
line_id,"44"
pressure,"3.61736"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.77384"
line_id,"45"
pressure,"3.92255"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.75221"
line_id,"46"
pressure,"4.50683"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.8279"
line_id,"47"
pressure,"5.05968"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.81709"
line_id,"48"
pressure,"6.23128"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.9144"
line_id,"49"
pressure,"7.15945"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.92522"
line_id,"50"
pressure,"8.13124"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.97928"
line_id,"51"
pressure,"9.1287"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.99009"
line_id,"52"
pressure,"10.2485"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"6.02253"
line_id,"53"
pressure,"11.1132"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"6.05497"
line_id,"54"
pressure,"13.529"
total_adsorption,""
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"6.0766"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"2.9E-5","1","0.050631",""
2,"4.9E-5","1","0.094977",""
3,"7.6E-5","1","0.121584",""
4,"9.5E-5","1","0.15706",""
5,"0.000207","1","0.263488",""
6,"0.000442","1","0.431999",""
7,"0.000634","1","0.547297",""
8,"0.000827","1","0.653725",""
9,"0.00102","1","0.751284",""
10,"0.003095","1","1.53176",""
11,"0.005167","1","2.07277",""
12,"0.007272","1","2.47187",""
13,"0.009219","1","2.72908",""
14,"0.010331","1","2.87098",""
15,"0.020655","1","3.51842",""
16,"0.03048","1","3.85544",""
17,"0.039383","1","4.03282",""
18,"0.050886","1","4.19246",""
19,"0.062109","1","4.29002",""
20,"0.071612","1","4.38758",""
21,"0.082568","1","4.4408",""
22,"0.092528","1","4.49401",""
23,"0.104678","1","4.5561",""
24,"0.120694","1","4.60044",""
25,"0.137845","1","4.67139",""
26,"0.154473","1","4.72461",""
27,"0.176424","1","4.76008",""
28,"0.197706","1","4.80443",""
29,"0.234537","1","4.86651",""
30,"0.27042","1","4.91086",""
31,"0.308848","1","4.96407",""
32,"0.369879","1","5.02615",""
33,"0.42244","1","5.0705",""
34,"0.48247","1","5.11484",""
35,"0.572352","1","5.17693",""
36,"0.666212","1","5.23901",""
37,"0.775464","1","5.28336",""
38,"0.877294","1","5.31883",""
39,"1.04073","1","5.35431",""
40,"1.53648","1","5.50351",""
41,"2.0283","1","5.53595",""
42,"2.49796","1","5.65489",""
43,"3.006","1","5.68733",""
44,"3.61736","1","5.77384",""
45,"3.92255","1","5.75221",""
46,"4.50683","1","5.8279",""
47,"5.05968","1","5.81709",""
48,"6.23128","1","5.9144",""
49,"7.15945","1","5.92522",""
50,"8.13124","1","5.97928",""
51,"9.1287","1","5.99009",""
52,"10.2485","1","6.02253",""
53,"11.1132","1","6.05497",""
54,"13.529","1","6.0766",""
