
filename,"10.1021Je800900a.Isotherm27"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f"
name,"Zeolite 13X"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"273"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.000104429"
total_adsorption,"0.269206"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.269206"
line_id,"2"
pressure,"0.000121537"
total_adsorption,"0.293914"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.293914"
line_id,"3"
pressure,"0.000144544"
total_adsorption,"0.325621"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.325621"
line_id,"4"
pressure,"0.000171906"
total_adsorption,"0.355506"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.355506"
line_id,"5"
pressure,"0.000200069"
total_adsorption,"0.388135"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.388135"
line_id,"6"
pressure,"0.000237941"
total_adsorption,"0.423759"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.423759"
line_id,"7"
pressure,"0.000282983"
total_adsorption,"0.462652"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.462652"
line_id,"8"
pressure,"0.000336558"
total_adsorption,"0.505115"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.505115"
line_id,"9"
pressure,"0.000400267"
total_adsorption,"0.551474"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.551474"
line_id,"10"
pressure,"0.000476047"
total_adsorption,"0.602089"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.602089"
line_id,"11"
pressure,"0.000566161"
total_adsorption,"0.65735"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.65735"
line_id,"12"
pressure,"0.000673349"
total_adsorption,"0.707255"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.707255"
line_id,"13"
pressure,"0.000800811"
total_adsorption,"0.772168"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.772168"
line_id,"14"
pressure,"0.00106141"
total_adsorption,"0.868079"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.868079"
line_id,"15"
pressure,"0.00126234"
total_adsorption,"0.947752"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.947752"
line_id,"16"
pressure,"0.00150131"
total_adsorption,"1.01971"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.01971"
line_id,"17"
pressure,"0.00182463"
total_adsorption,"1.09712"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.09712"
line_id,"18"
pressure,"0.00221759"
total_adsorption,"1.18041"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.18041"
line_id,"19"
pressure,"0.00300363"
total_adsorption,"1.3466"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.3466"
line_id,"20"
pressure,"0.00365051"
total_adsorption,"1.44883"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.44883"
line_id,"21"
pressure,"0.00434157"
total_adsorption,"1.55882"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.55882"
line_id,"22"
pressure,"0.00527659"
total_adsorption,"1.67717"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.67717"
line_id,"23"
pressure,"0.00641297"
total_adsorption,"1.77828"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.77828"
line_id,"24"
pressure,"0.00831764"
total_adsorption,"1.94149"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.94149"
line_id,"25"
pressure,"0.0101089"
total_adsorption,"2.08889"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.08889"
line_id,"26"
pressure,"0.012286"
total_adsorption,"2.21482"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.21482"
line_id,"27"
pressure,"0.014932"
total_adsorption,"2.34835"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.34835"
line_id,"28"
pressure,"0.0197911"
total_adsorption,"2.56388"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.56388"
line_id,"29"
pressure,"0.0240534"
total_adsorption,"2.71845"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.71845"
line_id,"30"
pressure,"0.0292336"
total_adsorption,"2.88235"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.88235"
line_id,"31"
pressure,"0.0363078"
total_adsorption,"3.05611"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.05611"
line_id,"32"
pressure,"0.0502546"
total_adsorption,"3.33661"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.33661"
line_id,"33"
pressure,"0.0610776"
total_adsorption,"3.48637"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.48637"
line_id,"34"
pressure,"0.0809534"
total_adsorption,"3.75105"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.75105"
line_id,"35"
pressure,"0.0983877"
total_adsorption,"3.97719"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.97719"
line_id,"36"
pressure,"0.122197"
total_adsorption,"4.09532"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.09532"
line_id,"37"
pressure,"0.148511"
total_adsorption,"4.34222"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.34222"
line_id,"38"
pressure,"0.210063"
total_adsorption,"4.60401"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.60401"
line_id,"39"
pressure,"0.260898"
total_adsorption,"4.81064"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.81064"
line_id,"40"
pressure,"0.317088"
total_adsorption,"5.02656"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.02656"
line_id,"41"
pressure,"0.385372"
total_adsorption,"5.25217"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.25217"
line_id,"42"
pressure,"0.47863"
total_adsorption,"5.40818"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.40818"
line_id,"43"
pressure,"0.581715"
total_adsorption,"5.65092"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.65092"
line_id,"44"
pressure,"0.72247"
total_adsorption,"5.81877"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.81877"
line_id,"45"
pressure,"0.878072"
total_adsorption,"5.99159"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.99159"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.000104429","1","0.269206","0.269206"
2,"0.000121537","1","0.293914","0.293914"
3,"0.000144544","1","0.325621","0.325621"
4,"0.000171906","1","0.355506","0.355506"
5,"0.000200069","1","0.388135","0.388135"
6,"0.000237941","1","0.423759","0.423759"
7,"0.000282983","1","0.462652","0.462652"
8,"0.000336558","1","0.505115","0.505115"
9,"0.000400267","1","0.551474","0.551474"
10,"0.000476047","1","0.602089","0.602089"
11,"0.000566161","1","0.65735","0.65735"
12,"0.000673349","1","0.707255","0.707255"
13,"0.000800811","1","0.772168","0.772168"
14,"0.00106141","1","0.868079","0.868079"
15,"0.00126234","1","0.947752","0.947752"
16,"0.00150131","1","1.01971","1.01971"
17,"0.00182463","1","1.09712","1.09712"
18,"0.00221759","1","1.18041","1.18041"
19,"0.00300363","1","1.3466","1.3466"
20,"0.00365051","1","1.44883","1.44883"
21,"0.00434157","1","1.55882","1.55882"
22,"0.00527659","1","1.67717","1.67717"
23,"0.00641297","1","1.77828","1.77828"
24,"0.00831764","1","1.94149","1.94149"
25,"0.0101089","1","2.08889","2.08889"
26,"0.012286","1","2.21482","2.21482"
27,"0.014932","1","2.34835","2.34835"
28,"0.0197911","1","2.56388","2.56388"
29,"0.0240534","1","2.71845","2.71845"
30,"0.0292336","1","2.88235","2.88235"
31,"0.0363078","1","3.05611","3.05611"
32,"0.0502546","1","3.33661","3.33661"
33,"0.0610776","1","3.48637","3.48637"
34,"0.0809534","1","3.75105","3.75105"
35,"0.0983877","1","3.97719","3.97719"
36,"0.122197","1","4.09532","4.09532"
37,"0.148511","1","4.34222","4.34222"
38,"0.210063","1","4.60401","4.60401"
39,"0.260898","1","4.81064","4.81064"
40,"0.317088","1","5.02656","5.02656"
41,"0.385372","1","5.25217","5.25217"
42,"0.47863","1","5.40818","5.40818"
43,"0.581715","1","5.65092","5.65092"
44,"0.72247","1","5.81877","5.81877"
45,"0.878072","1","5.99159","5.99159"
