
filename,"10.1021Je800900a.Isotherm20"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-035dc75dddd00241bd76627f78cbef2d"
name,"Zeolite 5A"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"448"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.00104832"
total_adsorption,"0.0109079"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0109079"
line_id,"2"
pressure,"0.00122868"
total_adsorption,"0.0120715"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0120715"
line_id,"3"
pressure,"0.00143975"
total_adsorption,"0.0137518"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0137518"
line_id,"4"
pressure,"0.00168727"
total_adsorption,"0.0154412"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0154412"
line_id,"5"
pressure,"0.00192546"
total_adsorption,"0.0173376"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0173376"
line_id,"6"
pressure,"0.00225648"
total_adsorption,"0.0194675"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0194675"
line_id,"7"
pressure,"0.00264441"
total_adsorption,"0.0218585"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0218585"
line_id,"8"
pressure,"0.00309868"
total_adsorption,"0.0249018"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0249018"
line_id,"9"
pressure,"0.0035361"
total_adsorption,"0.0279602"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0279602"
line_id,"10"
pressure,"0.00414402"
total_adsorption,"0.031395"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.031395"
line_id,"11"
pressure,"0.00485645"
total_adsorption,"0.0352509"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0352509"
line_id,"12"
pressure,"0.00569136"
total_adsorption,"0.0395804"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0395804"
line_id,"13"
pressure,"0.00666979"
total_adsorption,"0.0444427"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0444427"
line_id,"14"
pressure,"0.00781644"
total_adsorption,"0.0499011"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0499011"
line_id,"15"
pressure,"0.00916022"
total_adsorption,"0.0560312"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0560312"
line_id,"16"
pressure,"0.010735"
total_adsorption,"0.0629129"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0629129"
line_id,"17"
pressure,"0.0125805"
total_adsorption,"0.0706415"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0706415"
line_id,"18"
pressure,"0.014745"
total_adsorption,"0.0781772"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0781772"
line_id,"19"
pressure,"0.0172799"
total_adsorption,"0.0877809"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0877809"
line_id,"20"
pressure,"0.0207962"
total_adsorption,"0.0985621"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0985621"
line_id,"21"
pressure,"0.0243715"
total_adsorption,"0.110669"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.110669"
line_id,"22"
pressure,"0.0317558"
total_adsorption,"0.12978"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.12978"
line_id,"23"
pressure,"0.0447832"
total_adsorption,"0.166007"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.166007"
line_id,"24"
pressure,"0.0539024"
total_adsorption,"0.183718"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.183718"
line_id,"25"
pressure,"0.058352"
total_adsorption,"0.194674"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.194674"
line_id,"26"
pressure,"0.0702263"
total_adsorption,"0.218586"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.218586"
line_id,"27"
pressure,"0.0760237"
total_adsorption,"0.231622"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.231622"
line_id,"28"
pressure,"0.0915042"
total_adsorption,"0.256333"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.256333"
line_id,"29"
pressure,"0.107248"
total_adsorption,"0.283681"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.283681"
line_id,"30"
pressure,"0.129086"
total_adsorption,"0.313946"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.313946"
line_id,"31"
pressure,"0.143493"
total_adsorption,"0.337522"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.337522"
line_id,"32"
pressure,"0.172751"
total_adsorption,"0.362867"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.362867"
line_id,"33"
pressure,"0.202446"
total_adsorption,"0.407439"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.407439"
line_id,"34"
pressure,"0.270926"
total_adsorption,"0.47093"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.47093"
line_id,"35"
pressure,"0.301127"
total_adsorption,"0.513679"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.513679"
line_id,"36"
pressure,"0.362485"
total_adsorption,"0.56031"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.56031"
line_id,"37"
pressure,"0.448002"
total_adsorption,"0.629132"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.629132"
line_id,"38"
pressure,"0.525085"
total_adsorption,"0.696253"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.696253"
line_id,"39"
pressure,"0.649098"
total_adsorption,"0.759457"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.759457"
line_id,"40"
pressure,"0.781358"
total_adsorption,"0.828398"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.828398"
line_id,"41"
pressure,"0.965806"
total_adsorption,"0.916778"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.916778"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.00104832","1","0.0109079","0.0109079"
2,"0.00122868","1","0.0120715","0.0120715"
3,"0.00143975","1","0.0137518","0.0137518"
4,"0.00168727","1","0.0154412","0.0154412"
5,"0.00192546","1","0.0173376","0.0173376"
6,"0.00225648","1","0.0194675","0.0194675"
7,"0.00264441","1","0.0218585","0.0218585"
8,"0.00309868","1","0.0249018","0.0249018"
9,"0.0035361","1","0.0279602","0.0279602"
10,"0.00414402","1","0.031395","0.031395"
11,"0.00485645","1","0.0352509","0.0352509"
12,"0.00569136","1","0.0395804","0.0395804"
13,"0.00666979","1","0.0444427","0.0444427"
14,"0.00781644","1","0.0499011","0.0499011"
15,"0.00916022","1","0.0560312","0.0560312"
16,"0.010735","1","0.0629129","0.0629129"
17,"0.0125805","1","0.0706415","0.0706415"
18,"0.014745","1","0.0781772","0.0781772"
19,"0.0172799","1","0.0877809","0.0877809"
20,"0.0207962","1","0.0985621","0.0985621"
21,"0.0243715","1","0.110669","0.110669"
22,"0.0317558","1","0.12978","0.12978"
23,"0.0447832","1","0.166007","0.166007"
24,"0.0539024","1","0.183718","0.183718"
25,"0.058352","1","0.194674","0.194674"
26,"0.0702263","1","0.218586","0.218586"
27,"0.0760237","1","0.231622","0.231622"
28,"0.0915042","1","0.256333","0.256333"
29,"0.107248","1","0.283681","0.283681"
30,"0.129086","1","0.313946","0.313946"
31,"0.143493","1","0.337522","0.337522"
32,"0.172751","1","0.362867","0.362867"
33,"0.202446","1","0.407439","0.407439"
34,"0.270926","1","0.47093","0.47093"
35,"0.301127","1","0.513679","0.513679"
36,"0.362485","1","0.56031","0.56031"
37,"0.448002","1","0.629132","0.629132"
38,"0.525085","1","0.696253","0.696253"
39,"0.649098","1","0.759457","0.759457"
40,"0.781358","1","0.828398","0.828398"
41,"0.965806","1","0.916778","0.916778"
