
filename,"10.1021Je800900a.Isotherm8"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-035dc75dddd00241bd76627f78cbef2d"
name,"Zeolite 5A"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"298"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"1.1E-5"
total_adsorption,"0.0309435"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0309435"
line_id,"2"
pressure,"1.29E-5"
total_adsorption,"0.034744"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.034744"
line_id,"3"
pressure,"1.51E-5"
total_adsorption,"0.0390113"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0390113"
line_id,"4"
pressure,"1.77E-5"
total_adsorption,"0.0438036"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0438036"
line_id,"5"
pressure,"2.14E-5"
total_adsorption,"0.0484764"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0484764"
line_id,"6"
pressure,"2.5E-5"
total_adsorption,"0.0544315"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0544315"
line_id,"7"
pressure,"2.93E-5"
total_adsorption,"0.0611167"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0611167"
line_id,"8"
pressure,"3.44E-5"
total_adsorption,"0.0686246"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0686246"
line_id,"9"
pressure,"4.14E-5"
total_adsorption,"0.0770531"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0770531"
line_id,"10"
pressure,"4.85E-5"
total_adsorption,"0.0852747"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0852747"
line_id,"11"
pressure,"6.32E-5"
total_adsorption,"0.101459"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.101459"
line_id,"12"
pressure,"7.6E-5"
total_adsorption,"0.113921"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.113921"
line_id,"13"
pressure,"8.91E-5"
total_adsorption,"0.126075"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.126075"
line_id,"14"
pressure,"9.64E-5"
total_adsorption,"0.139526"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.139526"
line_id,"15"
pressure,"0.000119234"
total_adsorption,"0.150003"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.150003"
line_id,"16"
pressure,"0.000168202"
total_adsorption,"0.183718"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.183718"
line_id,"17"
pressure,"0.000202456"
total_adsorption,"0.203318"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.203318"
line_id,"18"
pressure,"0.000243652"
total_adsorption,"0.228292"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.228292"
line_id,"19"
pressure,"0.000293332"
total_adsorption,"0.245435"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.245435"
line_id,"20"
pressure,"0.000317475"
total_adsorption,"0.267715"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.267715"
line_id,"21"
pressure,"0.000382164"
total_adsorption,"0.292018"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.292018"
line_id,"22"
pressure,"0.000424815"
total_adsorption,"0.313946"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.313946"
line_id,"23"
pressure,"0.000497852"
total_adsorption,"0.352509"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.352509"
line_id,"24"
pressure,"0.000684195"
total_adsorption,"0.407439"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.407439"
line_id,"25"
pressure,"0.000823607"
total_adsorption,"0.444426"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.444426"
line_id,"26"
pressure,"0.00101792"
total_adsorption,"0.499014"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.499014"
line_id,"27"
pressure,"0.00155522"
total_adsorption,"0.611173"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.611173"
line_id,"28"
pressure,"0.00187212"
total_adsorption,"0.666652"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.666652"
line_id,"29"
pressure,"0.00257286"
total_adsorption,"0.770534"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.770534"
line_id,"30"
pressure,"0.00318058"
total_adsorption,"0.840482"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.840482"
line_id,"31"
pressure,"0.00437158"
total_adsorption,"0.957485"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.957485"
line_id,"32"
pressure,"0.00526175"
total_adsorption,"1.05964"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.05964"
line_id,"33"
pressure,"0.00847917"
total_adsorption,"1.27914"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.27914"
line_id,"34"
pressure,"0.0104819"
total_adsorption,"1.39526"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.39526"
line_id,"35"
pressure,"0.0136639"
total_adsorption,"1.54411"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.54411"
line_id,"36"
pressure,"0.0173484"
total_adsorption,"1.66007"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.66007"
line_id,"37"
pressure,"0.0214485"
total_adsorption,"1.78473"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.78473"
line_id,"38"
pressure,"0.027229"
total_adsorption,"1.94674"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.94674"
line_id,"39"
pressure,"0.0336643"
total_adsorption,"2.09293"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.09293"
line_id,"40"
pressure,"0.0462805"
total_adsorption,"2.31622"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.31622"
line_id,"41"
pressure,"0.0572183"
total_adsorption,"2.49015"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.49015"
line_id,"42"
pressure,"0.099884"
total_adsorption,"2.92018"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.92018"
line_id,"43"
pressure,"0.126818"
total_adsorption,"3.13946"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.13946"
line_id,"44"
pressure,"0.174385"
total_adsorption,"3.37522"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.37522"
line_id,"45"
pressure,"0.221432"
total_adsorption,"3.57651"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.57651"
line_id,"46"
pressure,"0.465565"
total_adsorption,"4.25531"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.25531"
line_id,"47"
pressure,"0.750672"
total_adsorption,"4.77799"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.77799"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"1.1E-5","1","0.0309435","0.0309435"
2,"1.29E-5","1","0.034744","0.034744"
3,"1.51E-5","1","0.0390113","0.0390113"
4,"1.77E-5","1","0.0438036","0.0438036"
5,"2.14E-5","1","0.0484764","0.0484764"
6,"2.5E-5","1","0.0544315","0.0544315"
7,"2.93E-5","1","0.0611167","0.0611167"
8,"3.44E-5","1","0.0686246","0.0686246"
9,"4.14E-5","1","0.0770531","0.0770531"
10,"4.85E-5","1","0.0852747","0.0852747"
11,"6.32E-5","1","0.101459","0.101459"
12,"7.6E-5","1","0.113921","0.113921"
13,"8.91E-5","1","0.126075","0.126075"
14,"9.64E-5","1","0.139526","0.139526"
15,"0.000119234","1","0.150003","0.150003"
16,"0.000168202","1","0.183718","0.183718"
17,"0.000202456","1","0.203318","0.203318"
18,"0.000243652","1","0.228292","0.228292"
19,"0.000293332","1","0.245435","0.245435"
20,"0.000317475","1","0.267715","0.267715"
21,"0.000382164","1","0.292018","0.292018"
22,"0.000424815","1","0.313946","0.313946"
23,"0.000497852","1","0.352509","0.352509"
24,"0.000684195","1","0.407439","0.407439"
25,"0.000823607","1","0.444426","0.444426"
26,"0.00101792","1","0.499014","0.499014"
27,"0.00155522","1","0.611173","0.611173"
28,"0.00187212","1","0.666652","0.666652"
29,"0.00257286","1","0.770534","0.770534"
30,"0.00318058","1","0.840482","0.840482"
31,"0.00437158","1","0.957485","0.957485"
32,"0.00526175","1","1.05964","1.05964"
33,"0.00847917","1","1.27914","1.27914"
34,"0.0104819","1","1.39526","1.39526"
