
filename,"10.1021Je800900a.Isotherm14"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-035dc75dddd00241bd76627f78cbef2d"
name,"Zeolite 5A"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"373"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.000106458"
total_adsorption,"0.0117268"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0117268"
line_id,"2"
pressure,"0.000124761"
total_adsorption,"0.0131674"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0131674"
line_id,"3"
pressure,"0.000146208"
total_adsorption,"0.0147846"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0147846"
line_id,"4"
pressure,"0.000166848"
total_adsorption,"0.0166008"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0166008"
line_id,"5"
pressure,"0.00019551"
total_adsorption,"0.0189117"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0189117"
line_id,"6"
pressure,"0.000229124"
total_adsorption,"0.0212344"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0212344"
line_id,"7"
pressure,"0.000268516"
total_adsorption,"0.023843"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.023843"
line_id,"8"
pressure,"0.000314673"
total_adsorption,"0.0267713"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0267713"
line_id,"9"
pressure,"0.000368774"
total_adsorption,"0.0300601"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0300601"
line_id,"10"
pressure,"0.000432175"
total_adsorption,"0.033752"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.033752"
line_id,"11"
pressure,"0.000506466"
total_adsorption,"0.0378983"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0378983"
line_id,"12"
pressure,"0.00059354"
total_adsorption,"0.042553"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.042553"
line_id,"13"
pressure,"0.000695585"
total_adsorption,"0.0477804"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0477804"
line_id,"14"
pressure,"0.000815155"
total_adsorption,"0.0536488"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0536488"
line_id,"15"
pressure,"0.0009553"
total_adsorption,"0.0602379"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0602379"
line_id,"16"
pressure,"0.00111953"
total_adsorption,"0.0676379"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0676379"
line_id,"17"
pressure,"0.00131214"
total_adsorption,"0.0748531"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0748531"
line_id,"18"
pressure,"0.00157916"
total_adsorption,"0.0840485"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0840485"
line_id,"19"
pressure,"0.00185064"
total_adsorption,"0.0943713"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0943713"
line_id,"20"
pressure,"0.0021688"
total_adsorption,"0.105964"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.105964"
line_id,"21"
pressure,"0.00261042"
total_adsorption,"0.117269"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.117269"
line_id,"22"
pressure,"0.00349184"
total_adsorption,"0.143626"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.143626"
line_id,"23"
pressure,"0.00420288"
total_adsorption,"0.158949"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.158949"
line_id,"24"
pressure,"0.00492543"
total_adsorption,"0.178473"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.178473"
line_id,"25"
pressure,"0.00592838"
total_adsorption,"0.197514"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.197514"
line_id,"26"
pressure,"0.00772462"
total_adsorption,"0.231622"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.231622"
line_id,"27"
pressure,"0.010334"
total_adsorption,"0.279602"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.279602"
line_id,"28"
pressure,"0.0134666"
total_adsorption,"0.323172"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.323172"
line_id,"29"
pressure,"0.0162088"
total_adsorption,"0.357651"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.357651"
line_id,"30"
pressure,"0.0185031"
total_adsorption,"0.384509"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.384509"
line_id,"31"
pressure,"0.0222709"
total_adsorption,"0.425531"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.425531"
line_id,"32"
pressure,"0.0275251"
total_adsorption,"0.477799"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.477799"
line_id,"33"
pressure,"0.0331337"
total_adsorption,"0.521172"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.521172"
line_id,"34"
pressure,"0.0467472"
total_adsorption,"0.629132"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.629132"
line_id,"35"
pressure,"0.0642451"
total_adsorption,"0.727168"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.727168"
line_id,"36"
pressure,"0.0882826"
total_adsorption,"0.852742"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.852742"
line_id,"37"
pressure,"0.131371"
total_adsorption,"1.01459"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.01459"
line_id,"38"
pressure,"0.175829"
total_adsorption,"1.15583"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.15583"
line_id,"39"
pressure,"0.223193"
total_adsorption,"1.27914"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.27914"
line_id,"40"
pressure,"0.275905"
total_adsorption,"1.39526"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.39526"
line_id,"41"
pressure,"0.315036"
total_adsorption,"1.45721"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.45721"
line_id,"42"
pressure,"0.389439"
total_adsorption,"1.58949"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.58949"
line_id,"43"
pressure,"0.494402"
total_adsorption,"1.73378"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.73378"
line_id,"44"
pressure,"0.611181"
total_adsorption,"1.89117"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.89117"
line_id,"45"
pressure,"0.862681"
total_adsorption,"2.15443"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.15443"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.000106458","1","0.0117268","0.0117268"
2,"0.000124761","1","0.0131674","0.0131674"
3,"0.000146208","1","0.0147846","0.0147846"
4,"0.000166848","1","0.0166008","0.0166008"
5,"0.00019551","1","0.0189117","0.0189117"
6,"0.000229124","1","0.0212344","0.0212344"
7,"0.000268516","1","0.023843","0.023843"
8,"0.000314673","1","0.0267713","0.0267713"
9,"0.000368774","1","0.0300601","0.0300601"
10,"0.000432175","1","0.033752","0.033752"
11,"0.000506466","1","0.0378983","0.0378983"
12,"0.00059354","1","0.042553","0.042553"
13,"0.000695585","1","0.0477804","0.0477804"
14,"0.000815155","1","0.0536488","0.0536488"
15,"0.0009553","1","0.0602379","0.0602379"
16,"0.00111953","1","0.0676379","0.0676379"
17,"0.00131214","1","0.0748531","0.0748531"
18,"0.00157916","1","0.0840485","0.0840485"
19,"0.00185064","1","0.0943713","0.0943713"
20,"0.0021688","1","0.105964","0.105964"
21,"0.00261042","1","0.117269","0.117269"
22,"0.00349184","1","0.143626","0.143626"
23,"0.00420288","1","0.158949","0.158949"
24,"0.00492543","1","0.178473","0.178473"
25,"0.00592838","1","0.197514","0.197514"
26,"0.00772462","1","0.231622","0.231622"
27,"0.010334","1","0.279602","0.279602"
28,"0.0134666","1","0.323172","0.323172"
29,"0.0162088","1","0.357651","0.357651"
30,"0.0185031","1","0.384509","0.384509"
31,"0.0222709","1","0.425531","0.425531"
32,"0.0275251","1","0.477799","0.477799"
33,"0.0331337","1","0.521172","0.521172"
34,"0.0467472","1","0.629132","0.629132"
35,"0.0642451","1","0.727168","0.727168"
36,"0.0882826","1","0.852742","0.852742"
37,"0.131371","1","1.01459","1.01459"
38,"0.175829","1","1.15583","1.15583"
39,"0.223193","1","1.27914","1.27914"
40,"0.275905","1","1.39526","1.39526"
41,"0.315036","1","1.45721","1.45721"
42,"0.389439","1","1.58949","1.58949"
43,"0.494402","1","1.73378","1.73378"
