
filename,"10.1021Je800900a.Isotherm11"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-035dc75dddd00241bd76627f78cbef2d"
name,"Zeolite 5A"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"348"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.00134106"
total_adsorption,"0.139526"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.139526"
line_id,"2"
pressure,"0.00321229"
total_adsorption,"0.231622"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.231622"
line_id,"3"
pressure,"0.00465527"
total_adsorption,"0.27162"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.27162"
line_id,"4"
pressure,"0.00606577"
total_adsorption,"0.318526"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.318526"
line_id,"5"
pressure,"0.00951304"
total_adsorption,"0.413382"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.413382"
line_id,"6"
pressure,"0.0134216"
total_adsorption,"0.499014"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.499014"
line_id,"7"
pressure,"0.0204993"
total_adsorption,"0.638309"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.638309"
line_id,"8"
pressure,"0.0313093"
total_adsorption,"0.816488"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.816488"
line_id,"9"
pressure,"0.0441881"
total_adsorption,"0.943719"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.943719"
line_id,"10"
pressure,"0.0693317"
total_adsorption,"1.15583"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.15583"
line_id,"11"
pressure,"0.108783"
total_adsorption,"1.41561"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.41561"
line_id,"12"
pressure,"0.161879"
total_adsorption,"1.68428"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.68428"
line_id,"13"
pressure,"0.234596"
total_adsorption,"1.97514"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.97514"
line_id,"14"
pressure,"0.340056"
total_adsorption,"2.2501"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.2501"
line_id,"15"
pressure,"0.479877"
total_adsorption,"2.63866"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.63866"
line_id,"16"
pressure,"0.659857"
total_adsorption,"2.83681"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.83681"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.00134106","1","0.139526","0.139526"
2,"0.00321229","1","0.231622","0.231622"
3,"0.00465527","1","0.27162","0.27162"
4,"0.00606577","1","0.318526","0.318526"
5,"0.00951304","1","0.413382","0.413382"
6,"0.0134216","1","0.499014","0.499014"
7,"0.0204993","1","0.638309","0.638309"
8,"0.0313093","1","0.816488","0.816488"
9,"0.0441881","1","0.943719","0.943719"
10,"0.0693317","1","1.15583","1.15583"
11,"0.108783","1","1.41561","1.41561"
12,"0.161879","1","1.68428","1.68428"
13,"0.234596","1","1.97514","1.97514"
14,"0.340056","1","2.2501","2.2501"
15,"0.479877","1","2.63866","2.63866"
16,"0.659857","1","2.83681","2.83681"
