
filename,"10.1021Je800900a.Isotherm12"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-035dc75dddd00241bd76627f78cbef2d"
name,"Zeolite 5A"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"348"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"3.31E-5"
total_adsorption,"0.0104441"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0104441"
line_id,"2"
pressure,"3.88E-5"
total_adsorption,"0.0117268"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0117268"
line_id,"3"
pressure,"4.54E-5"
total_adsorption,"0.0131674"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0131674"
line_id,"4"
pressure,"5.18E-5"
total_adsorption,"0.0150003"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0150003"
line_id,"5"
pressure,"6.07E-5"
total_adsorption,"0.016843"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.016843"
line_id,"6"
pressure,"7.12E-5"
total_adsorption,"0.0189117"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0189117"
line_id,"7"
pressure,"8.34E-5"
total_adsorption,"0.0212344"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0212344"
line_id,"8"
pressure,"9.78E-5"
total_adsorption,"0.023843"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.023843"
line_id,"9"
pressure,"0.000114567"
total_adsorption,"0.0267713"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0267713"
line_id,"10"
pressure,"0.000134264"
total_adsorption,"0.0300601"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0300601"
line_id,"11"
pressure,"0.000157348"
total_adsorption,"0.033752"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.033752"
line_id,"12"
pressure,"0.000184395"
total_adsorption,"0.0378983"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0378983"
line_id,"13"
pressure,"0.000216098"
total_adsorption,"0.042553"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.042553"
line_id,"14"
pressure,"0.00025325"
total_adsorption,"0.0477804"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0477804"
line_id,"15"
pressure,"0.000296784"
total_adsorption,"0.0536488"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0536488"
line_id,"16"
pressure,"0.000347808"
total_adsorption,"0.0602379"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0602379"
line_id,"17"
pressure,"0.000407605"
total_adsorption,"0.0676379"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0676379"
line_id,"18"
pressure,"0.000477727"
total_adsorption,"0.0748531"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0748531"
line_id,"19"
pressure,"0.00057495"
total_adsorption,"0.0840485"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0840485"
line_id,"20"
pressure,"0.000673783"
total_adsorption,"0.0943713"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0943713"
line_id,"21"
pressure,"0.000810905"
total_adsorption,"0.105964"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.105964"
line_id,"22"
pressure,"0.000950408"
total_adsorption,"0.117269"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.117269"
line_id,"23"
pressure,"0.0011138"
total_adsorption,"0.131673"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.131673"
line_id,"24"
pressure,"0.00145128"
total_adsorption,"0.154411"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.154411"
line_id,"25"
pressure,"0.0017468"
total_adsorption,"0.170885"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.170885"
line_id,"26"
pressure,"0.00210226"
total_adsorption,"0.191875"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.191875"
line_id,"27"
pressure,"0.00246395"
total_adsorption,"0.212346"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.212346"
line_id,"28"
pressure,"0.00296568"
total_adsorption,"0.235001"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.235001"
line_id,"29"
pressure,"0.00356958"
total_adsorption,"0.260072"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.260072"
line_id,"30"
pressure,"0.005902"
total_adsorption,"0.352509"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.352509"
line_id,"31"
pressure,"0.00710382"
total_adsorption,"0.390117"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.390117"
line_id,"32"
pressure,"0.00855036"
total_adsorption,"0.431738"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.431738"
line_id,"33"
pressure,"0.00925723"
total_adsorption,"0.450908"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.450908"
line_id,"34"
pressure,"0.0111423"
total_adsorption,"0.499014"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.499014"
line_id,"35"
pressure,"0.0137725"
total_adsorption,"0.552253"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.552253"
line_id,"36"
pressure,"0.0165788"
total_adsorption,"0.602385"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.602385"
line_id,"37"
pressure,"0.0227819"
total_adsorption,"0.70641"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.70641"
line_id,"38"
pressure,"0.0281629"
total_adsorption,"0.770534"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.770534"
line_id,"39"
pressure,"0.0296945"
total_adsorption,"0.793179"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.793179"
line_id,"40"
pressure,"0.0357451"
total_adsorption,"0.865181"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.865181"
line_id,"41"
pressure,"0.0560846"
total_adsorption,"1.05964"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.05964"
line_id,"42"
pressure,"0.0771033"
total_adsorption,"1.17269"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.17269"
line_id,"43"
pressure,"0.0903687"
total_adsorption,"1.2978"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.2978"
line_id,"44"
pressure,"0.153547"
total_adsorption,"1.61268"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.61268"
line_id,"45"
pressure,"0.254132"
total_adsorption,"1.91875"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.91875"
line_id,"46"
pressure,"0.314159"
total_adsorption,"2.09293"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.09293"
line_id,"47"
pressure,"0.388445"
total_adsorption,"2.21775"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.21775"
line_id,"48"
pressure,"0.480253"
total_adsorption,"2.38428"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.38428"
line_id,"49"
pressure,"0.816357"
total_adsorption,"2.79602"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.79602"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"3.31E-5","1","0.0104441","0.0104441"
2,"3.88E-5","1","0.0117268","0.0117268"
3,"4.54E-5","1","0.0131674","0.0131674"
4,"5.18E-5","1","0.0150003","0.0150003"
5,"6.07E-5","1","0.016843","0.016843"
6,"7.12E-5","1","0.0189117","0.0189117"
7,"8.34E-5","1","0.0212344","0.0212344"
8,"9.78E-5","1","0.023843","0.023843"
9,"0.000114567","1","0.0267713","0.0267713"
10,"0.000134264","1","0.0300601","0.0300601"
11,"0.000157348","1","0.033752","0.033752"
12,"0.000184395","1","0.0378983","0.0378983"
13,"0.000216098","1","0.042553","0.042553"
14,"0.00025325","1","0.0477804","0.0477804"
15,"0.000296784","1","0.0536488","0.0536488"
16,"0.000347808","1","0.0602379","0.0602379"
17,"0.000407605","1","0.0676379","0.0676379"
18,"0.000477727","1","0.0748531","0.0748531"
19,"0.00057495","1","0.0840485","0.0840485"
20,"0.000673783","1","0.0943713","0.0943713"
21,"0.000810905","1","0.105964","0.105964"
22,"0.000950408","1","0.117269","0.117269"
23,"0.0011138","1","0.131673","0.131673"
24,"0.00145128","1","0.154411","0.154411"
25,"0.0017468","1","0.170885","0.170885"
