
filename,"10.1021Je800900a.Isotherm37"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f"
name,"Zeolite 13X"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"398"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.000104429"
total_adsorption,"0.014002"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.014002"
line_id,"2"
pressure,"0.000121537"
total_adsorption,"0.0155124"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0155124"
line_id,"3"
pressure,"0.000141446"
total_adsorption,"0.0171858"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0171858"
line_id,"4"
pressure,"0.000164615"
total_adsorption,"0.0190397"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0190397"
line_id,"5"
pressure,"0.00019158"
total_adsorption,"0.0210936"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0210936"
line_id,"6"
pressure,"0.000222967"
total_adsorption,"0.023369"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.023369"
line_id,"7"
pressure,"0.00025949"
total_adsorption,"0.0258905"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0258905"
line_id,"8"
pressure,"0.000301995"
total_adsorption,"0.0286834"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0286834"
line_id,"9"
pressure,"0.000351463"
total_adsorption,"0.0317775"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0317775"
line_id,"10"
pressure,"0.000418004"
total_adsorption,"0.0352055"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0352055"
line_id,"11"
pressure,"0.000486474"
total_adsorption,"0.0390032"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0390032"
line_id,"12"
pressure,"0.000566161"
total_adsorption,"0.0425834"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0425834"
line_id,"13"
pressure,"0.000658901"
total_adsorption,"0.047177"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.047177"
line_id,"14"
pressure,"0.000783646"
total_adsorption,"0.0522661"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0522661"
line_id,"15"
pressure,"0.000912011"
total_adsorption,"0.0570637"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0570637"
line_id,"16"
pressure,"0.00106141"
total_adsorption,"0.0632193"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0632193"
line_id,"17"
pressure,"0.00126234"
total_adsorption,"0.070039"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.070039"
line_id,"18"
pressure,"0.00146913"
total_adsorption,"0.0764663"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0764663"
line_id,"19"
pressure,"0.00174724"
total_adsorption,"0.0834853"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0834853"
line_id,"20"
pressure,"0.00207801"
total_adsorption,"0.0924911"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0924911"
line_id,"21"
pressure,"0.0024184"
total_adsorption,"0.10098"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.10098"
line_id,"22"
pressure,"0.00287623"
total_adsorption,"0.111874"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.111874"
line_id,"23"
pressure,"0.00334739"
total_adsorption,"0.122142"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.122142"
line_id,"24"
pressure,"0.00398107"
total_adsorption,"0.133352"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.133352"
line_id,"25"
pressure,"0.00463321"
total_adsorption,"0.145591"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.145591"
line_id,"26"
pressure,"0.00551031"
total_adsorption,"0.158954"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.158954"
line_id,"27"
pressure,"0.00655347"
total_adsorption,"0.176101"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.176101"
line_id,"28"
pressure,"0.00779408"
total_adsorption,"0.192264"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.192264"
line_id,"29"
pressure,"0.00926955"
total_adsorption,"0.222566"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.222566"
line_id,"30"
pressure,"0.0112659"
total_adsorption,"0.229176"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.229176"
line_id,"31"
pressure,"0.0131113"
total_adsorption,"0.25021"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.25021"
line_id,"32"
pressure,"0.015935"
total_adsorption,"0.273175"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.273175"
line_id,"33"
pressure,"0.0185453"
total_adsorption,"0.298247"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.298247"
line_id,"34"
pressure,"0.0225393"
total_adsorption,"0.32089"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.32089"
line_id,"35"
pressure,"0.0268062"
total_adsorption,"0.350342"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.350342"
line_id,"36"
pressure,"0.0311974"
total_adsorption,"0.382496"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.382496"
line_id,"37"
pressure,"0.0379161"
total_adsorption,"0.411535"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.411535"
line_id,"38"
pressure,"0.0450939"
total_adsorption,"0.442778"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.442778"
line_id,"39"
pressure,"0.0548055"
total_adsorption,"0.483417"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.483417"
line_id,"40"
pressure,"0.0695589"
total_adsorption,"0.535567"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.535567"
line_id,"41"
pressure,"0.0827269"
total_adsorption,"0.576226"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.576226"
line_id,"42"
pressure,"0.104998"
total_adsorption,"0.6478"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.6478"
line_id,"43"
pressure,"0.124873"
total_adsorption,"0.676874"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.676874"
line_id,"44"
pressure,"0.148511"
total_adsorption,"0.728263"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.728263"
line_id,"45"
pressure,"0.180497"
total_adsorption,"0.783552"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.783552"
line_id,"46"
pressure,"0.229087"
total_adsorption,"0.855467"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.855467"
line_id,"47"
pressure,"0.278426"
total_adsorption,"0.920414"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.920414"
line_id,"48"
pressure,"0.338384"
total_adsorption,"0.990291"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.990291"
line_id,"49"
pressure,"0.402448"
total_adsorption,"1.04999"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.04999"
line_id,"50"
pressure,"0.489114"
total_adsorption,"1.12971"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.12971"
line_id,"51"
pressure,"0.594456"
total_adsorption,"1.19782"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.19782"
line_id,"52"
pressure,"0.72247"
total_adsorption,"1.28875"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.28875"
line_id,"53"
pressure,"0.878072"
total_adsorption,"1.36645"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.36645"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.000104429","1","0.014002","0.014002"
2,"0.000121537","1","0.0155124","0.0155124"
3,"0.000141446","1","0.0171858","0.0171858"
4,"0.000164615","1","0.0190397","0.0190397"
5,"0.00019158","1","0.0210936","0.0210936"
6,"0.000222967","1","0.023369","0.023369"
7,"0.00025949","1","0.0258905","0.0258905"
8,"0.000301995","1","0.0286834","0.0286834"
9,"0.000351463","1","0.0317775","0.0317775"
10,"0.000418004","1","0.0352055","0.0352055"
