
filename,"10.1021Je800900a.Isotherm16"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-035dc75dddd00241bd76627f78cbef2d"
name,"Zeolite 5A"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"298"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.000230377"
total_adsorption,"0.0104441"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0104441"
line_id,"2"
pressure,"0.000269985"
total_adsorption,"0.0117268"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0117268"
line_id,"3"
pressure,"0.000308063"
total_adsorption,"0.0133595"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0133595"
line_id,"4"
pressure,"0.000361027"
total_adsorption,"0.0150003"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0150003"
line_id,"5"
pressure,"0.000423087"
total_adsorption,"0.016843"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.016843"
line_id,"6"
pressure,"0.000482814"
total_adsorption,"0.0189117"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0189117"
line_id,"7"
pressure,"0.000565822"
total_adsorption,"0.0212344"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0212344"
line_id,"8"
pressure,"0.000663025"
total_adsorption,"0.0241908"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0241908"
line_id,"9"
pressure,"0.000776998"
total_adsorption,"0.0271619"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0271619"
line_id,"10"
pressure,"0.000910584"
total_adsorption,"0.0304986"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0304986"
line_id,"11"
pressure,"0.00103913"
total_adsorption,"0.0342444"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0342444"
line_id,"12"
pressure,"0.00125059"
total_adsorption,"0.0384512"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0384512"
line_id,"13"
pressure,"0.00146558"
total_adsorption,"0.0431738"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0431738"
line_id,"14"
pressure,"0.00171754"
total_adsorption,"0.0484764"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0484764"
line_id,"15"
pressure,"0.00201282"
total_adsorption,"0.0544315"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0544315"
line_id,"16"
pressure,"0.00235885"
total_adsorption,"0.0611167"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0611167"
line_id,"17"
pressure,"0.00276469"
total_adsorption,"0.0676379"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0676379"
line_id,"18"
pressure,"0.00323999"
total_adsorption,"0.0759451"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0759451"
line_id,"19"
pressure,"0.00379699"
total_adsorption,"0.0852747"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0852747"
line_id,"20"
pressure,"0.00456966"
total_adsorption,"0.0957481"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0957481"
line_id,"21"
pressure,"0.00535525"
total_adsorption,"0.10751"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.10751"
line_id,"22"
pressure,"0.00611125"
total_adsorption,"0.120715"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.120715"
line_id,"23"
pressure,"0.00716427"
total_adsorption,"0.12978"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.12978"
line_id,"24"
pressure,"0.00862215"
total_adsorption,"0.145721"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.145721"
line_id,"25"
pressure,"0.0101056"
total_adsorption,"0.161268"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.161268"
line_id,"26"
pressure,"0.0118429"
total_adsorption,"0.181076"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.181076"
line_id,"27"
pressure,"0.013882"
total_adsorption,"0.197514"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.197514"
line_id,"28"
pressure,"0.0171628"
total_adsorption,"0.212346"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.212346"
line_id,"29"
pressure,"0.0229552"
total_adsorption,"0.263866"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.263866"
line_id,"30"
pressure,"0.0276296"
total_adsorption,"0.292018"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.292018"
line_id,"31"
pressure,"0.0341404"
total_adsorption,"0.337522"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.337522"
line_id,"32"
pressure,"0.0411016"
total_adsorption,"0.362867"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.362867"
line_id,"33"
pressure,"0.0433271"
total_adsorption,"0.384509"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.384509"
line_id,"34"
pressure,"0.0521497"
total_adsorption,"0.425531"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.425531"
line_id,"35"
pressure,"0.0661825"
total_adsorption,"0.484769"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.484769"
line_id,"36"
pressure,"0.079659"
total_adsorption,"0.536488"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.536488"
line_id,"37"
pressure,"0.128325"
total_adsorption,"0.676377"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.676377"
line_id,"38"
pressure,"0.14644"
total_adsorption,"0.759457"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.759457"
line_id,"39"
pressure,"0.185969"
total_adsorption,"0.793179"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.793179"
line_id,"40"
pressure,"0.206652"
total_adsorption,"0.890606"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.890606"
line_id,"41"
pressure,"0.255552"
total_adsorption,"0.930151"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.930151"
line_id,"42"
pressure,"0.342027"
total_adsorption,"1.05964"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.05964"
line_id,"43"
pressure,"0.45772"
total_adsorption,"1.22476"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.22476"
line_id,"44"
pressure,"0.565835"
total_adsorption,"1.33594"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.33594"
line_id,"45"
pressure,"0.699488"
total_adsorption,"1.45721"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.45721"
line_id,"46"
pressure,"0.936289"
total_adsorption,"1.6362"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.6362"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.000230377","1","0.0104441","0.0104441"
2,"0.000269985","1","0.0117268","0.0117268"
3,"0.000308063","1","0.0133595","0.0133595"
4,"0.000361027","1","0.0150003","0.0150003"
5,"0.000423087","1","0.016843","0.016843"
6,"0.000482814","1","0.0189117","0.0189117"
7,"0.000565822","1","0.0212344","0.0212344"
8,"0.000663025","1","0.0241908","0.0241908"
9,"0.000776998","1","0.0271619","0.0271619"
10,"0.000910584","1","0.0304986","0.0304986"
11,"0.00103913","1","0.0342444","0.0342444"
12,"0.00125059","1","0.0384512","0.0384512"
13,"0.00146558","1","0.0431738","0.0431738"
14,"0.00171754","1","0.0484764","0.0484764"
15,"0.00201282","1","0.0544315","0.0544315"
16,"0.00235885","1","0.0611167","0.0611167"
17,"0.00276469","1","0.0676379","0.0676379"
18,"0.00323999","1","0.0759451","0.0759451"
19,"0.00379699","1","0.0852747","0.0852747"
20,"0.00456966","1","0.0957481","0.0957481"
21,"0.00535525","1","0.10751","0.10751"
22,"0.00611125","1","0.120715","0.120715"
23,"0.00716427","1","0.12978","0.12978"
24,"0.00862215","1","0.145721","0.145721"
25,"0.0101056","1","0.161268","0.161268"
26,"0.0118429","1","0.181076","0.181076"
27,"0.013882","1","0.197514","0.197514"
28,"0.0171628","1","0.212346","0.212346"
29,"0.0229552","1","0.263866","0.263866"
30,"0.0276296","1","0.292018","0.292018"
31,"0.0341404","1","0.337522","0.337522"
32,"0.0411016","1","0.362867","0.362867"
33,"0.0433271","1","0.384509","0.384509"
34,"0.0521497","1","0.425531","0.425531"
35,"0.0661825","1","0.484769","0.484769"
36,"0.079659","1","0.536488","0.536488"
37,"0.128325","1","0.676377","0.676377"
38,"0.14644","1","0.759457","0.759457"
