
filename,"10.1021Je800900a.Isotherm23"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f"
name,"Zeolite 13X"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"228"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.000109056"
total_adsorption,"1.19782"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.19782"
line_id,"2"
pressure,"0.0001297"
total_adsorption,"1.28875"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.28875"
line_id,"3"
pressure,"0.000157634"
total_adsorption,"1.38659"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.38659"
line_id,"4"
pressure,"0.00019158"
total_adsorption,"1.49186"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.49186"
line_id,"5"
pressure,"0.000227851"
total_adsorption,"1.62879"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.62879"
line_id,"6"
pressure,"0.000276917"
total_adsorption,"1.75244"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.75244"
line_id,"7"
pressure,"0.000329344"
total_adsorption,"1.88549"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.88549"
line_id,"8"
pressure,"0.000400267"
total_adsorption,"2.02863"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.02863"
line_id,"9"
pressure,"0.000486474"
total_adsorption,"2.15093"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.15093"
line_id,"10"
pressure,"0.000591235"
total_adsorption,"2.31423"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.31423"
line_id,"11"
pressure,"0.000718572"
total_adsorption,"2.45375"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.45375"
line_id,"12"
pressure,"0.000873333"
total_adsorption,"2.64004"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.64004"
line_id,"13"
pressure,"0.00106141"
total_adsorption,"2.7992"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.7992"
line_id,"14"
pressure,"0.00129"
total_adsorption,"3.01172"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.01172"
line_id,"15"
pressure,"0.00156781"
total_adsorption,"3.19328"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.19328"
line_id,"16"
pressure,"0.00190546"
total_adsorption,"3.33661"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.33661"
line_id,"17"
pressure,"0.00226618"
total_adsorption,"3.48637"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.48637"
line_id,"18"
pressure,"0.00275423"
total_adsorption,"3.69655"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.69655"
line_id,"19"
pressure,"0.00334739"
total_adsorption,"3.9194"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.9194"
line_id,"20"
pressure,"0.00473472"
total_adsorption,"4.27914"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.27914"
line_id,"21"
pressure,"0.0057544"
total_adsorption,"4.4712"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.4712"
line_id,"22"
pressure,"0.00714691"
total_adsorption,"4.67188"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.67188"
line_id,"23"
pressure,"0.00868607"
total_adsorption,"4.88156"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.88156"
line_id,"24"
pressure,"0.010788"
total_adsorption,"5.10067"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.10067"
line_id,"25"
pressure,"0.0125552"
total_adsorption,"5.3296"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.3296"
line_id,"26"
pressure,"0.0152591"
total_adsorption,"5.48791"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.48791"
line_id,"27"
pressure,"0.0189516"
total_adsorption,"5.73423"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.73423"
line_id,"28"
pressure,"0.0235378"
total_adsorption,"5.90454"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.90454"
line_id,"29"
pressure,"0.0286069"
total_adsorption,"6.16956"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"6.16956"
line_id,"30"
pressure,"0.0355294"
total_adsorption,"6.35281"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"6.35281"
line_id,"31"
pressure,"0.0431811"
total_adsorption,"6.63795"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"6.63795"
line_id,"32"
pressure,"0.0536305"
total_adsorption,"6.83512"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"6.83512"
line_id,"33"
pressure,"0.0651805"
total_adsorption,"7.03814"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"7.03814"
line_id,"34"
pressure,"0.0809534"
total_adsorption,"7.24718"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"7.24718"
line_id,"35"
pressure,"0.0983877"
total_adsorption,"7.46244"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"7.46244"
line_id,"36"
pressure,"0.122197"
total_adsorption,"7.6841"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"7.6841"
line_id,"37"
pressure,"0.151768"
total_adsorption,"7.91234"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"7.91234"
line_id,"38"
pressure,"0.184451"
total_adsorption,"8.02899"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"8.02899"
line_id,"39"
pressure,"0.229087"
total_adsorption,"8.26748"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"8.26748"
line_id,"40"
pressure,"0.284525"
total_adsorption,"8.38936"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"8.38936"
line_id,"41"
pressure,"0.345796"
total_adsorption,"8.63855"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"8.63855"
line_id,"42"
pressure,"0.429477"
total_adsorption,"8.89514"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"8.89514"
line_id,"43"
pressure,"0.521975"
total_adsorption,"9.02626"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"9.02626"
line_id,"44"
pressure,"0.648276"
total_adsorption,"9.29437"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"9.29437"
line_id,"45"
pressure,"0.859251"
total_adsorption,"9.71154"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"9.71154"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.000109056","1","1.19782","1.19782"
2,"0.0001297","1","1.28875","1.28875"
3,"0.000157634","1","1.38659","1.38659"
4,"0.00019158","1","1.49186","1.49186"
5,"0.000227851","1","1.62879","1.62879"
6,"0.000276917","1","1.75244","1.75244"
7,"0.000329344","1","1.88549","1.88549"
8,"0.000400267","1","2.02863","2.02863"
9,"0.000486474","1","2.15093","2.15093"
10,"0.000591235","1","2.31423","2.31423"
11,"0.000718572","1","2.45375","2.45375"
12,"0.000873333","1","2.64004","2.64004"
13,"0.00106141","1","2.7992","2.7992"
14,"0.00129","1","3.01172","3.01172"
15,"0.00156781","1","3.19328","3.19328"
16,"0.00190546","1","3.33661","3.33661"
17,"0.00226618","1","3.48637","3.48637"
18,"0.00275423","1","3.69655","3.69655"
19,"0.00334739","1","3.9194","3.9194"
20,"0.00473472","1","4.27914","4.27914"
21,"0.0057544","1","4.4712","4.4712"
22,"0.00714691","1","4.67188","4.67188"
23,"0.00868607","1","4.88156","4.88156"
24,"0.010788","1","5.10067","5.10067"
25,"0.0125552","1","5.3296","5.3296"
26,"0.0152591","1","5.48791","5.48791"
27,"0.0189516","1","5.73423","5.73423"
28,"0.0235378","1","5.90454","5.90454"
29,"0.0286069","1","6.16956","6.16956"
30,"0.0355294","1","6.35281","6.35281"
31,"0.0431811","1","6.63795","6.63795"
32,"0.0536305","1","6.83512","6.83512"
33,"0.0651805","1","7.03814","7.03814"
34,"0.0809534","1","7.24718","7.24718"
35,"0.0983877","1","7.46244","7.46244"
36,"0.122197","1","7.6841","7.6841"
37,"0.151768","1","7.91234","7.91234"
38,"0.184451","1","8.02899","8.02899"
39,"0.229087","1","8.26748","8.26748"
40,"0.284525","1","8.38936","8.38936"
41,"0.345796","1","8.63855","8.63855"
42,"0.429477","1","8.89514","8.89514"
43,"0.521975","1","9.02626","9.02626"
44,"0.648276","1","9.29437","9.29437"
45,"0.859251","1","9.71154","9.71154"
