
filename,"10.1021Je800900a.Isotherm33"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f"
name,"Zeolite 13X"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"348"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.000109056"
total_adsorption,"0.0401615"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0401615"
line_id,"2"
pressure,"0.00012692"
total_adsorption,"0.043848"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.043848"
line_id,"3"
pressure,"0.000150945"
total_adsorption,"0.048578"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.048578"
line_id,"4"
pressure,"0.000175675"
total_adsorption,"0.0538183"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0538183"
line_id,"5"
pressure,"0.000204451"
total_adsorption,"0.0587584"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0587584"
line_id,"6"
pressure,"0.000237941"
total_adsorption,"0.0650969"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0650969"
line_id,"7"
pressure,"0.000282983"
total_adsorption,"0.072119"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.072119"
line_id,"8"
pressure,"0.000329344"
total_adsorption,"0.0798988"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0798988"
line_id,"9"
pressure,"0.000383292"
total_adsorption,"0.0872328"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0872328"
line_id,"10"
pressure,"0.000455848"
total_adsorption,"0.0966429"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0966429"
line_id,"11"
pressure,"0.00053053"
total_adsorption,"0.105513"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.105513"
line_id,"12"
pressure,"0.000617433"
total_adsorption,"0.116895"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.116895"
line_id,"13"
pressure,"0.000734311"
total_adsorption,"0.127624"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.127624"
line_id,"14"
pressure,"0.000854594"
total_adsorption,"0.141392"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.141392"
line_id,"15"
pressure,"0.00101639"
total_adsorption,"0.154369"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.154369"
line_id,"16"
pressure,"0.0012088"
total_adsorption,"0.168537"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.168537"
line_id,"17"
pressure,"0.00140681"
total_adsorption,"0.184006"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.184006"
line_id,"18"
pressure,"0.00167313"
total_adsorption,"0.203855"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.203855"
line_id,"19"
pressure,"0.00198987"
total_adsorption,"0.222566"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.222566"
line_id,"20"
pressure,"0.00258086"
total_adsorption,"0.253899"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.253899"
line_id,"21"
pressure,"0.00306944"
total_adsorption,"0.277202"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.277202"
line_id,"22"
pressure,"0.00365051"
total_adsorption,"0.302644"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.302644"
line_id,"23"
pressure,"0.00424849"
total_adsorption,"0.330421"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.330421"
line_id,"24"
pressure,"0.00516346"
total_adsorption,"0.360747"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.360747"
line_id,"25"
pressure,"0.00655347"
total_adsorption,"0.405556"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.405556"
line_id,"26"
pressure,"0.00779408"
total_adsorption,"0.442778"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.442778"
line_id,"27"
pressure,"0.00926955"
total_adsorption,"0.483417"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.483417"
line_id,"28"
pressure,"0.0131113"
total_adsorption,"0.559604"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.559604"
line_id,"29"
pressure,"0.015935"
total_adsorption,"0.602089"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.602089"
line_id,"30"
pressure,"0.0189516"
total_adsorption,"0.6478"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.6478"
line_id,"31"
pressure,"0.0225393"
total_adsorption,"0.707255"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.707255"
line_id,"32"
pressure,"0.0273935"
total_adsorption,"0.76095"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.76095"
line_id,"33"
pressure,"0.0325792"
total_adsorption,"0.81872"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.81872"
line_id,"34"
pressure,"0.0395956"
total_adsorption,"0.880877"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.880877"
line_id,"35"
pressure,"0.048123"
total_adsorption,"0.947752"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.947752"
line_id,"36"
pressure,"0.0610776"
total_adsorption,"1.04999"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.04999"
line_id,"37"
pressure,"0.0742315"
total_adsorption,"1.12971"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.12971"
line_id,"38"
pressure,"0.0902182"
total_adsorption,"1.19782"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.19782"
line_id,"39"
pressure,"0.107298"
total_adsorption,"1.28875"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.28875"
line_id,"40"
pressure,"0.205561"
total_adsorption,"1.58181"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.58181"
line_id,"41"
pressure,"0.249833"
total_adsorption,"1.67717"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.67717"
line_id,"42"
pressure,"0.303634"
total_adsorption,"1.8045"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.8045"
line_id,"43"
pressure,"0.369029"
total_adsorption,"1.91329"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.91329"
line_id,"44"
pressure,"0.448497"
total_adsorption,"2.02863"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.02863"
line_id,"45"
pressure,"0.545092"
total_adsorption,"2.15093"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.15093"
line_id,"46"
pressure,"0.662491"
total_adsorption,"2.28061"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.28061"
line_id,"47"
pressure,"0.805156"
total_adsorption,"2.4181"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.4181"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.000109056","1","0.0401615","0.0401615"
2,"0.00012692","1","0.043848","0.043848"
3,"0.000150945","1","0.048578","0.048578"
4,"0.000175675","1","0.0538183","0.0538183"
5,"0.000204451","1","0.0587584","0.0587584"
6,"0.000237941","1","0.0650969","0.0650969"
7,"0.000282983","1","0.072119","0.072119"
8,"0.000329344","1","0.0798988","0.0798988"
9,"0.000383292","1","0.0872328","0.0872328"
10,"0.000455848","1","0.0966429","0.0966429"
11,"0.00053053","1","0.105513","0.105513"
12,"0.000617433","1","0.116895","0.116895"
13,"0.000734311","1","0.127624","0.127624"
14,"0.000854594","1","0.141392","0.141392"
15,"0.00101639","1","0.154369","0.154369"
16,"0.0012088","1","0.168537","0.168537"
17,"0.00140681","1","0.184006","0.184006"
18,"0.00167313","1","0.203855","0.203855"
19,"0.00198987","1","0.222566","0.222566"
20,"0.00258086","1","0.253899","0.253899"
21,"0.00306944","1","0.277202","0.277202"
22,"0.00365051","1","0.302644","0.302644"
23,"0.00424849","1","0.330421","0.330421"
24,"0.00516346","1","0.360747","0.360747"
25,"0.00655347","1","0.405556","0.405556"
26,"0.00779408","1","0.442778","0.442778"
27,"0.00926955","1","0.483417","0.483417"
28,"0.0131113","1","0.559604","0.559604"
29,"0.015935","1","0.602089","0.602089"
30,"0.0189516","1","0.6478","0.6478"
31,"0.0225393","1","0.707255","0.707255"
32,"0.0273935","1","0.76095","0.76095"
33,"0.0325792","1","0.81872","0.81872"
34,"0.0395956","1","0.880877","0.880877"
35,"0.048123","1","0.947752","0.947752"
36,"0.0610776","1","1.04999","1.04999"
