
filename,"10.1021Je800900a.Isotherm26"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f"
name,"Zeolite 13X"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"273"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.000973285"
total_adsorption,"0.855467"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.855467"
line_id,"2"
pressure,"0.00281457"
total_adsorption,"1.25158"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.25158"
line_id,"3"
pressure,"0.00762699"
total_adsorption,"1.91329"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.91329"
line_id,"4"
pressure,"0.0181478"
total_adsorption,"2.52663"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.52663"
line_id,"5"
pressure,"0.0441272"
total_adsorption,"3.33661"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.33661"
line_id,"6"
pressure,"0.07264"
total_adsorption,"3.86246"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.86246"
line_id,"7"
pressure,"0.188491"
total_adsorption,"4.53712"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.53712"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.000973285","1","0.855467","0.855467"
2,"0.00281457","1","1.25158","1.25158"
3,"0.00762699","1","1.91329","1.91329"
4,"0.0181478","1","2.52663","2.52663"
5,"0.0441272","1","3.33661","3.33661"
6,"0.07264","1","3.86246","3.86246"
7,"0.188491","1","4.53712","4.53712"
