
filename,"10.1021Je800900a.Isotherm6"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-035dc75dddd00241bd76627f78cbef2d"
name,"Zeolite 5A"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"273"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"1.18E-5"
total_adsorption,"0.0971449"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0971449"
line_id,"2"
pressure,"1.67E-5"
total_adsorption,"0.117269"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.117269"
line_id,"3"
pressure,"2.23E-5"
total_adsorption,"0.13752"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.13752"
line_id,"4"
pressure,"2.84E-5"
total_adsorption,"0.161268"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.161268"
line_id,"5"
pressure,"3.6E-5"
total_adsorption,"0.186397"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.186397"
line_id,"6"
pressure,"4.69E-5"
total_adsorption,"0.215443"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.215443"
line_id,"7"
pressure,"6.27E-5"
total_adsorption,"0.252648"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.252648"
line_id,"8"
pressure,"8.85E-5"
total_adsorption,"0.304984"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.304984"
line_id,"9"
pressure,"0.000121602"
total_adsorption,"0.368161"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.368161"
line_id,"10"
pressure,"0.000162753"
total_adsorption,"0.419413"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.419413"
line_id,"11"
pressure,"0.00021209"
total_adsorption,"0.484769"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.484769"
line_id,"12"
pressure,"0.000276408"
total_adsorption,"0.552253"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.552253"
line_id,"13"
pressure,"0.000379831"
total_adsorption,"0.647621"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.647621"
line_id,"14"
pressure,"0.000536006"
total_adsorption,"0.759457"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.759457"
line_id,"15"
pressure,"0.000756572"
total_adsorption,"0.865181"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.865181"
line_id,"16"
pressure,"0.00109631"
total_adsorption,"1.02939"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.02939"
line_id,"17"
pressure,"0.00163177"
total_adsorption,"1.18979"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.18979"
line_id,"18"
pressure,"0.0024285"
total_adsorption,"1.39526"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.39526"
line_id,"19"
pressure,"0.00391389"
total_adsorption,"1.66007"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.66007"
line_id,"20"
pressure,"0.00683084"
total_adsorption,"2.00395"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.00395"
line_id,"21"
pressure,"0.0110114"
total_adsorption,"2.31622"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.31622"
line_id,"22"
pressure,"0.0172867"
total_adsorption,"2.63866"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.63866"
line_id,"23"
pressure,"0.0271381"
total_adsorption,"3.00599"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.00599"
line_id,"24"
pressure,"0.0437567"
total_adsorption,"3.37522"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.37522"
line_id,"25"
pressure,"0.0805566"
total_adsorption,"3.95807"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.95807"
line_id,"26"
pressure,"0.1299"
total_adsorption,"4.38035"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.38035"
line_id,"27"
pressure,"0.204"
total_adsorption,"4.77799"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.77799"
line_id,"28"
pressure,"0.346929"
total_adsorption,"5.28774"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.28774"
line_id,"29"
pressure,"0.544816"
total_adsorption,"5.76774"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.76774"
line_id,"30"
pressure,"0.790169"
total_adsorption,"6.11173"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"6.11173"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"1.18E-5","1","0.0971449","0.0971449"
2,"1.67E-5","1","0.117269","0.117269"
3,"2.23E-5","1","0.13752","0.13752"
4,"2.84E-5","1","0.161268","0.161268"
5,"3.6E-5","1","0.186397","0.186397"
6,"4.69E-5","1","0.215443","0.215443"
7,"6.27E-5","1","0.252648","0.252648"
8,"8.85E-5","1","0.304984","0.304984"
9,"0.000121602","1","0.368161","0.368161"
10,"0.000162753","1","0.419413","0.419413"
11,"0.00021209","1","0.484769","0.484769"
12,"0.000276408","1","0.552253","0.552253"
13,"0.000379831","1","0.647621","0.647621"
14,"0.000536006","1","0.759457","0.759457"
15,"0.000756572","1","0.865181","0.865181"
16,"0.00109631","1","1.02939","1.02939"
17,"0.00163177","1","1.18979","1.18979"
18,"0.0024285","1","1.39526","1.39526"
19,"0.00391389","1","1.66007","1.66007"
20,"0.00683084","1","2.00395","2.00395"
21,"0.0110114","1","2.31622","2.31622"
22,"0.0172867","1","2.63866","2.63866"
23,"0.0271381","1","3.00599","3.00599"
24,"0.0437567","1","3.37522","3.37522"
25,"0.0805566","1","3.95807","3.95807"
26,"0.1299","1","4.38035","4.38035"
27,"0.204","1","4.77799","4.77799"
28,"0.346929","1","5.28774","5.28774"
29,"0.544816","1","5.76774","5.76774"
30,"0.790169","1","6.11173","6.11173"
