
filename,"10.1021Je800900a.Isotherm32"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f"
name,"Zeolite 13X"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"348"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.00231583"
total_adsorption,"0.261441"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.261441"
line_id,"2"
pressure,"0.0057544"
total_adsorption,"0.376939"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.376939"
line_id,"3"
pressure,"0.0120226"
total_adsorption,"0.505115"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.505115"
line_id,"4"
pressure,"0.0279936"
total_adsorption,"0.686853"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.686853"
line_id,"5"
pressure,"0.0548055"
total_adsorption,"0.947752"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.947752"
line_id,"6"
pressure,"0.11205"
total_adsorption,"1.30775"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.30775"
line_id,"7"
pressure,"0.184451"
total_adsorption,"1.60512"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.60512"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.00231583","1","0.261441","0.261441"
2,"0.0057544","1","0.376939","0.376939"
3,"0.0120226","1","0.505115","0.505115"
4,"0.0279936","1","0.686853","0.686853"
5,"0.0548055","1","0.947752","0.947752"
6,"0.11205","1","1.30775","1.30775"
7,"0.184451","1","1.60512","1.60512"
