
filename,"10.1021Je800900a.Isotherm30"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f"
name,"Zeolite 13X"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"323"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.212353"
total_adsorption,"0.405556"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.405556"
line_id,"2"
pressure,"0.483845"
total_adsorption,"0.543462"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.543462"
line_id,"3"
pressure,"1.2286"
total_adsorption,"0.772168"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.772168"
line_id,"4"
pressure,"2.73935"
total_adsorption,"1.09712"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.09712"
line_id,"5"
pressure,"6.37832"
total_adsorption,"1.60512"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.60512"
line_id,"6"
pressure,"11.4504"
total_adsorption,"1.97012"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.97012"
line_id,"7"
pressure,"19.2624"
total_adsorption,"2.45375"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.45375"
line_id,"8"
pressure,"42.0272"
total_adsorption,"3.14689"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.14689"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.212353","1","0.405556","0.405556"
2,"0.483845","1","0.543462","0.543462"
3,"1.2286","1","0.772168","0.772168"
4,"2.73935","1","1.09712","1.09712"
5,"6.37832","1","1.60512","1.60512"
6,"11.4504","1","1.97012","1.97012"
7,"19.2624","1","2.45375","2.45375"
8,"42.0272","1","3.14689","3.14689"
