
filename,"10.1021Je800900a.Isotherm17"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-035dc75dddd00241bd76627f78cbef2d"
name,"Zeolite 5A"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"423"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.00987338"
total_adsorption,"0.10444"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.10444"
line_id,"2"
pressure,"0.0196512"
total_adsorption,"0.154411"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.154411"
line_id,"3"
pressure,"0.0256025"
total_adsorption,"0.183718"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.183718"
line_id,"4"
pressure,"0.0324989"
total_adsorption,"0.203318"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.203318"
line_id,"5"
pressure,"0.048356"
total_adsorption,"0.245435"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.245435"
line_id,"6"
pressure,"0.0630284"
total_adsorption,"0.275583"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.275583"
line_id,"7"
pressure,"0.0865625"
total_adsorption,"0.347441"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.347441"
line_id,"8"
pressure,"0.118924"
total_adsorption,"0.419413"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.419413"
line_id,"9"
pressure,"0.150907"
total_adsorption,"0.484769"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.484769"
line_id,"10"
pressure,"0.196585"
total_adsorption,"0.585189"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.585189"
line_id,"11"
pressure,"0.263021"
total_adsorption,"0.696253"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.696253"
line_id,"12"
pressure,"0.351795"
total_adsorption,"0.865181"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.865181"
line_id,"13"
pressure,"0.446509"
total_adsorption,"0.971452"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.971452"
line_id,"14"
pressure,"0.613705"
total_adsorption,"1.10669"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.10669"
line_id,"15"
pressure,"0.778933"
total_adsorption,"1.24262"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.24262"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.00987338","1","0.10444","0.10444"
2,"0.0196512","1","0.154411","0.154411"
3,"0.0256025","1","0.183718","0.183718"
4,"0.0324989","1","0.203318","0.203318"
5,"0.048356","1","0.245435","0.245435"
6,"0.0630284","1","0.275583","0.275583"
7,"0.0865625","1","0.347441","0.347441"
8,"0.118924","1","0.419413","0.419413"
9,"0.150907","1","0.484769","0.484769"
10,"0.196585","1","0.585189","0.585189"
11,"0.263021","1","0.696253","0.696253"
12,"0.351795","1","0.865181","0.865181"
13,"0.446509","1","0.971452","0.971452"
14,"0.613705","1","1.10669","1.10669"
15,"0.778933","1","1.24262","1.24262"
