
filename,"10.1021Je800900a.Isotherm1"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-035dc75dddd00241bd76627f78cbef2d"
name,"Zeolite 5A"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"228"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"5.28628E-5"
total_adsorption,"1.15583"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.15583"
line_id,"2"
pressure,"9.22189E-5"
total_adsorption,"1.47846"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.47846"
line_id,"3"
pressure,"0.00024615"
total_adsorption,"1.91875"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.91875"
line_id,"4"
pressure,"0.000623132"
total_adsorption,"2.41907"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.41907"
line_id,"5"
pressure,"0.00124176"
total_adsorption,"3.04984"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.04984"
line_id,"6"
pressure,"0.00368728"
total_adsorption,"3.84509"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.84509"
line_id,"7"
pressure,"0.0196545"
total_adsorption,"4.77799"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.77799"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"5.28628E-5","1","1.15583","1.15583"
2,"9.22189E-5","1","1.47846","1.47846"
3,"0.00024615","1","1.91875","1.91875"
4,"0.000623132","1","2.41907","2.41907"
5,"0.00124176","1","3.04984","3.04984"
6,"0.00368728","1","3.84509","3.84509"
7,"0.0196545","1","4.77799","4.77799"
