
filename,"10.1021Je800900a.Isotherm38"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f"
name,"Zeolite 13X"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"423"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.0146119"
total_adsorption,"0.195099"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.195099"
line_id,"2"
pressure,"0.029874"
total_adsorption,"0.253899"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.253899"
line_id,"3"
pressure,"0.0460818"
total_adsorption,"0.325621"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.325621"
line_id,"4"
pressure,"0.079218"
total_adsorption,"0.411535"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.411535"
line_id,"5"
pressure,"0.130404"
total_adsorption,"0.551474"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.551474"
line_id,"6"
pressure,"0.224176"
total_adsorption,"0.717682"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.717682"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.0146119","1","0.195099","0.195099"
2,"0.029874","1","0.253899","0.253899"
3,"0.0460818","1","0.325621","0.325621"
4,"0.079218","1","0.411535","0.411535"
5,"0.130404","1","0.551474","0.551474"
6,"0.224176","1","0.717682","0.717682"
