
filename,"10.1021Je800900a.Isotherm34"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f"
name,"Zeolite 13X"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"373"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.00494445"
total_adsorption,"0.25021"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.25021"
line_id,"2"
pressure,"0.0120226"
total_adsorption,"0.345252"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.345252"
line_id,"3"
pressure,"0.0220561"
total_adsorption,"0.449306"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.449306"
line_id,"4"
pressure,"0.0460818"
total_adsorption,"0.593342"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.593342"
line_id,"5"
pressure,"0.0845394"
total_adsorption,"0.795104"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.795104"
line_id,"6"
pressure,"0.161961"
total_adsorption,"1.03474"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.03474"
line_id,"7"
pressure,"0.249833"
total_adsorption,"1.19782"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.19782"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.00494445","1","0.25021","0.25021"
2,"0.0120226","1","0.345252","0.345252"
3,"0.0220561","1","0.449306","0.449306"
4,"0.0460818","1","0.593342","0.593342"
5,"0.0845394","1","0.795104","0.795104"
6,"0.161961","1","1.03474","1.03474"
7,"0.249833","1","1.19782","1.19782"
