
filename,"10.1021Je800900a.Isotherm25"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f"
name,"Zeolite 13X"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"248"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.000113886"
total_adsorption,"0.629113"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.629113"
line_id,"2"
pressure,"0.000135444"
total_adsorption,"0.686853"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.686853"
line_id,"3"
pressure,"0.000161087"
total_adsorption,"0.738999"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.738999"
line_id,"4"
pressure,"0.000195776"
total_adsorption,"0.806826"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.806826"
line_id,"5"
pressure,"0.000232841"
total_adsorption,"0.880877"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.880877"
line_id,"6"
pressure,"0.000276917"
total_adsorption,"0.947752"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.947752"
line_id,"7"
pressure,"0.000329344"
total_adsorption,"1.03474"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.03474"
line_id,"8"
pressure,"0.000391688"
total_adsorption,"1.11329"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.11329"
line_id,"9"
pressure,"0.000476047"
total_adsorption,"1.21547"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.21547"
line_id,"10"
pressure,"0.000566161"
total_adsorption,"1.30775"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.30775"
line_id,"11"
pressure,"0.000688098"
total_adsorption,"1.40704"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.40704"
line_id,"12"
pressure,"0.000818352"
total_adsorption,"1.51386"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.51386"
line_id,"13"
pressure,"0.000994604"
total_adsorption,"1.62879"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.62879"
line_id,"14"
pressure,"0.0012088"
total_adsorption,"1.75244"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.75244"
line_id,"15"
pressure,"0.00143763"
total_adsorption,"1.88549"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.88549"
line_id,"16"
pressure,"0.00190546"
total_adsorption,"2.05854"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.05854"
line_id,"17"
pressure,"0.00231583"
total_adsorption,"2.18264"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.18264"
line_id,"18"
pressure,"0.00281457"
total_adsorption,"2.34835"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.34835"
line_id,"19"
pressure,"0.00334739"
total_adsorption,"2.52663"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.52663"
line_id,"20"
pressure,"0.00398107"
total_adsorption,"2.60168"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.60168"
line_id,"21"
pressure,"0.00453389"
total_adsorption,"2.92484"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.92484"
line_id,"22"
pressure,"0.00539219"
total_adsorption,"2.88235"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.88235"
line_id,"23"
pressure,"0.00655347"
total_adsorption,"3.05611"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.05611"
line_id,"24"
pressure,"0.00796483"
total_adsorption,"3.24036"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.24036"
line_id,"25"
pressure,"0.00989223"
total_adsorption,"3.43571"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.43571"
line_id,"26"
pressure,"0.0115127"
total_adsorption,"3.58992"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.58992"
line_id,"27"
pressure,"0.0139921"
total_adsorption,"3.75105"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.75105"
line_id,"28"
pressure,"0.017378"
total_adsorption,"3.9194"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.9194"
line_id,"29"
pressure,"0.0211206"
total_adsorption,"4.21697"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.21697"
line_id,"30"
pressure,"0.0230331"
total_adsorption,"4.21697"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.21697"
line_id,"31"
pressure,"0.0279936"
total_adsorption,"4.40624"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.40624"
line_id,"32"
pressure,"0.0347677"
total_adsorption,"4.60401"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.60401"
line_id,"33"
pressure,"0.0422554"
total_adsorption,"4.88156"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.88156"
line_id,"34"
pressure,"0.0524807"
total_adsorption,"5.02656"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.02656"
line_id,"35"
pressure,"0.0637832"
total_adsorption,"5.25217"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.25217"
line_id,"36"
pressure,"0.079218"
total_adsorption,"5.48791"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.48791"
line_id,"37"
pressure,"0.0962784"
total_adsorption,"5.73423"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.73423"
line_id,"38"
pressure,"0.119578"
total_adsorption,"5.90454"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.90454"
line_id,"39"
pressure,"0.145328"
total_adsorption,"6.07992"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"6.07992"
line_id,"40"
pressure,"0.180497"
total_adsorption,"6.26051"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"6.26051"
line_id,"41"
pressure,"0.219371"
total_adsorption,"6.54151"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"6.54151"
line_id,"42"
pressure,"0.272452"
total_adsorption,"6.73581"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"6.73581"
line_id,"43"
pressure,"0.331131"
total_adsorption,"6.93589"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"6.93589"
line_id,"44"
pressure,"0.411263"
total_adsorption,"7.1419"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"7.1419"
line_id,"45"
pressure,"0.499827"
total_adsorption,"7.35402"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"7.35402"
line_id,"46"
pressure,"0.607477"
total_adsorption,"7.46244"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"7.46244"
line_id,"47"
pressure,"0.754484"
total_adsorption,"7.6841"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"7.6841"
line_id,"48"
pressure,"0.916959"
total_adsorption,"8.02899"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"8.02899"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.000113886","1","0.629113","0.629113"
2,"0.000135444","1","0.686853","0.686853"
3,"0.000161087","1","0.738999","0.738999"
4,"0.000195776","1","0.806826","0.806826"
5,"0.000232841","1","0.880877","0.880877"
6,"0.000276917","1","0.947752","0.947752"
7,"0.000329344","1","1.03474","1.03474"
8,"0.000391688","1","1.11329","1.11329"
9,"0.000476047","1","1.21547","1.21547"
10,"0.000566161","1","1.30775","1.30775"
11,"0.000688098","1","1.40704","1.40704"
12,"0.000818352","1","1.51386","1.51386"
13,"0.000994604","1","1.62879","1.62879"
14,"0.0012088","1","1.75244","1.75244"
15,"0.00143763","1","1.88549","1.88549"
16,"0.00190546","1","2.05854","2.05854"
17,"0.00231583","1","2.18264","2.18264"
18,"0.00281457","1","2.34835","2.34835"
19,"0.00334739","1","2.52663","2.52663"
20,"0.00398107","1","2.60168","2.60168"
21,"0.00453389","1","2.92484","2.92484"
22,"0.00539219","1","2.88235","2.88235"
23,"0.00655347","1","3.05611","3.05611"
24,"0.00796483","1","3.24036","3.24036"
25,"0.00989223","1","3.43571","3.43571"
26,"0.0115127","1","3.58992","3.58992"
27,"0.0139921","1","3.75105","3.75105"
28,"0.017378","1","3.9194","3.9194"
29,"0.0211206","1","4.21697","4.21697"
30,"0.0230331","1","4.21697","4.21697"
31,"0.0279936","1","4.40624","4.40624"
32,"0.0347677","1","4.60401","4.60401"
33,"0.0422554","1","4.88156","4.88156"
