
filename,"10.1021Je800900a.Isotherm2"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-035dc75dddd00241bd76627f78cbef2d"
name,"Zeolite 5A"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"228"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"1.2E-5"
total_adsorption,"0.629132"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.629132"
line_id,"2"
pressure,"1.88E-5"
total_adsorption,"0.770534"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.770534"
line_id,"3"
pressure,"3.03E-5"
total_adsorption,"0.930151"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.930151"
line_id,"4"
pressure,"4.39E-5"
total_adsorption,"1.07509"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.07509"
line_id,"5"
pressure,"6.2E-5"
total_adsorption,"1.22476"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.22476"
line_id,"6"
pressure,"9.23E-5"
total_adsorption,"1.39526"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.39526"
line_id,"7"
pressure,"0.000126809"
total_adsorption,"1.58949"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.58949"
line_id,"8"
pressure,"0.000193852"
total_adsorption,"1.81076"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.81076"
line_id,"9"
pressure,"0.00029634"
total_adsorption,"2.06284"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.06284"
line_id,"10"
pressure,"0.000429606"
total_adsorption,"2.31622"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.31622"
line_id,"11"
pressure,"0.000674419"
total_adsorption,"2.63866"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.63866"
line_id,"12"
pressure,"0.00103122"
total_adsorption,"2.92018"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"2.92018"
line_id,"13"
pressure,"0.00184889"
total_adsorption,"3.37522"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.37522"
line_id,"14"
pressure,"0.0029032"
total_adsorption,"3.73531"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"3.73531"
line_id,"15"
pressure,"0.00493669"
total_adsorption,"4.19413"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.19413"
line_id,"16"
pressure,"0.00839452"
total_adsorption,"4.7093"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"4.7093"
line_id,"17"
pressure,"0.0142775"
total_adsorption,"5.13679"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.13679"
line_id,"18"
pressure,"0.0224216"
total_adsorption,"5.6031"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"5.6031"
line_id,"19"
pressure,"0.0371385"
total_adsorption,"6.02385"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"6.02385"
line_id,"20"
pressure,"0.0631726"
total_adsorption,"6.47621"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"6.47621"
line_id,"21"
pressure,"0.110339"
total_adsorption,"7.0641"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"7.0641"
line_id,"22"
pressure,"0.182785"
total_adsorption,"7.48538"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"7.48538"
line_id,"23"
pressure,"0.294849"
total_adsorption,"7.93179"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"7.93179"
line_id,"24"
pressure,"0.451087"
total_adsorption,"8.16488"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"8.16488"
line_id,"25"
pressure,"0.767291"
total_adsorption,"8.77801"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"8.77801"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"1.2E-5","1","0.629132","0.629132"
2,"1.88E-5","1","0.770534","0.770534"
3,"3.03E-5","1","0.930151","0.930151"
4,"4.39E-5","1","1.07509","1.07509"
5,"6.2E-5","1","1.22476","1.22476"
6,"9.23E-5","1","1.39526","1.39526"
7,"0.000126809","1","1.58949","1.58949"
8,"0.000193852","1","1.81076","1.81076"
9,"0.00029634","1","2.06284","2.06284"
10,"0.000429606","1","2.31622","2.31622"
11,"0.000674419","1","2.63866","2.63866"
12,"0.00103122","1","2.92018","2.92018"
13,"0.00184889","1","3.37522","3.37522"
14,"0.0029032","1","3.73531","3.73531"
15,"0.00493669","1","4.19413","4.19413"
16,"0.00839452","1","4.7093","4.7093"
17,"0.0142775","1","5.13679","5.13679"
18,"0.0224216","1","5.6031","5.6031"
19,"0.0371385","1","6.02385","6.02385"
20,"0.0631726","1","6.47621","6.47621"
21,"0.110339","1","7.0641","7.0641"
22,"0.182785","1","7.48538","7.48538"
23,"0.294849","1","7.93179","7.93179"
24,"0.451087","1","8.16488","8.16488"
25,"0.767291","1","8.77801","8.77801"
