
filename,"10.1021Je800900a.Isotherm35"
DOI,"10.1021/Je800900a"
articleSource,"UNKNOWN"
date,"1000-01-01"
digitizer,"UNKNOWN"
adsorbent
hashkey,"NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f"
name,"Zeolite 13X"
adsorbates
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
name,"Carbon Dioxide"
category,""
temperature,"373"
tabular_data,"0"
isotherm_type,""
adsorptionUnits,"mmol/g"
pressureUnits,"bar"
compositionType,"molefraction"
concentrationUnits,""
isotherm_data
line_id,"1"
pressure,"0.000104429"
total_adsorption,"0.022695"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.022695"
line_id,"2"
pressure,"0.000121537"
total_adsorption,"0.0251432"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0251432"
line_id,"3"
pressure,"0.000141446"
total_adsorption,"0.0278561"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0278561"
line_id,"4"
pressure,"0.000164615"
total_adsorption,"0.030861"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.030861"
line_id,"5"
pressure,"0.000195776"
total_adsorption,"0.0341901"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0341901"
line_id,"6"
pressure,"0.000227851"
total_adsorption,"0.0378783"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0378783"
line_id,"7"
pressure,"0.000265173"
total_adsorption,"0.0419643"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0419643"
line_id,"8"
pressure,"0.00030861"
total_adsorption,"0.0458163"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0458163"
line_id,"9"
pressure,"0.000359162"
total_adsorption,"0.0507586"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0507586"
line_id,"10"
pressure,"0.000427159"
total_adsorption,"0.0562341"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0562341"
line_id,"11"
pressure,"0.00049713"
total_adsorption,"0.0623003"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0623003"
line_id,"12"
pressure,"0.000578562"
total_adsorption,"0.068019"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.068019"
line_id,"13"
pressure,"0.000688098"
total_adsorption,"0.0753564"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0753564"
line_id,"14"
pressure,"0.000800811"
total_adsorption,"0.0834853"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0834853"
line_id,"15"
pressure,"0.000952401"
total_adsorption,"0.0924911"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.0924911"
line_id,"16"
pressure,"0.00110842"
total_adsorption,"0.10098"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.10098"
line_id,"17"
pressure,"0.00131826"
total_adsorption,"0.110249"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.110249"
line_id,"18"
pressure,"0.0015342"
total_adsorption,"0.120367"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.120367"
line_id,"19"
pressure,"0.00182463"
total_adsorption,"0.133352"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.133352"
line_id,"20"
pressure,"0.00217006"
total_adsorption,"0.145591"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.145591"
line_id,"21"
pressure,"0.00252553"
total_adsorption,"0.158954"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.158954"
line_id,"22"
pressure,"0.00300363"
total_adsorption,"0.173543"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.173543"
line_id,"23"
pressure,"0.00357224"
total_adsorption,"0.192264"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.192264"
line_id,"24"
pressure,"0.00424849"
total_adsorption,"0.20991"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.20991"
line_id,"25"
pressure,"0.00563103"
total_adsorption,"0.242993"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.242993"
line_id,"26"
pressure,"0.00669703"
total_adsorption,"0.265295"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.265295"
line_id,"27"
pressure,"0.00796483"
total_adsorption,"0.289644"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.289644"
line_id,"28"
pressure,"0.00947263"
total_adsorption,"0.316228"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.316228"
line_id,"29"
pressure,"0.0133986"
total_adsorption,"0.371463"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.371463"
line_id,"30"
pressure,"0.015935"
total_adsorption,"0.399664"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.399664"
line_id,"31"
pressure,"0.0193668"
total_adsorption,"0.436346"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.436346"
line_id,"32"
pressure,"0.0245803"
total_adsorption,"0.483417"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.483417"
line_id,"33"
pressure,"0.0292336"
total_adsorption,"0.527786"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.527786"
line_id,"34"
pressure,"0.0347677"
total_adsorption,"0.567854"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.567854"
line_id,"35"
pressure,"0.048123"
total_adsorption,"0.6478"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.6478"
line_id,"36"
pressure,"0.0572331"
total_adsorption,"0.69698"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.69698"
line_id,"37"
pressure,"0.0695589"
total_adsorption,"0.76095"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.76095"
line_id,"38"
pressure,"0.0942146"
total_adsorption,"0.855467"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.855467"
line_id,"39"
pressure,"0.114504"
total_adsorption,"0.920414"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.920414"
line_id,"40"
pressure,"0.139165"
total_adsorption,"0.990291"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"0.990291"
line_id,"41"
pressure,"0.184451"
total_adsorption,"1.09712"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.09712"
line_id,"42"
pressure,"0.224176"
total_adsorption,"1.16326"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.16326"
line_id,"43"
pressure,"0.284525"
total_adsorption,"1.27003"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.27003"
line_id,"44"
pressure,"0.345796"
total_adsorption,"1.3466"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.3466"
line_id,"45"
pressure,"0.420272"
total_adsorption,"1.44883"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.44883"
line_id,"46"
pressure,"0.510787"
total_adsorption,"1.53618"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.53618"
line_id,"47"
pressure,"0.620783"
total_adsorption,"1.6528"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.6528"
line_id,"48"
pressure,"0.754484"
total_adsorption,"1.75244"
species_data
InChIKey,"CURLTUGMZLYLDI-UHFFFAOYSA-N"
composition,"1"
adsorption,"1.75244"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"0.000104429","1","0.022695","0.022695"
2,"0.000121537","1","0.0251432","0.0251432"
3,"0.000141446","1","0.0278561","0.0278561"
4,"0.000164615","1","0.030861","0.030861"
5,"0.000195776","1","0.0341901","0.0341901"
6,"0.000227851","1","0.0378783","0.0378783"
7,"0.000265173","1","0.0419643","0.0419643"
8,"0.00030861","1","0.0458163","0.0458163"
9,"0.000359162","1","0.0507586","0.0507586"
10,"0.000427159","1","0.0562341","0.0562341"
11,"0.00049713","1","0.0623003","0.0623003"
12,"0.000578562","1","0.068019","0.068019"
13,"0.000688098","1","0.0753564","0.0753564"
14,"0.000800811","1","0.0834853","0.0834853"
15,"0.000952401","1","0.0924911","0.0924911"
16,"0.00110842","1","0.10098","0.10098"
17,"0.00131826","1","0.110249","0.110249"
18,"0.0015342","1","0.120367","0.120367"
19,"0.00182463","1","0.133352","0.133352"
20,"0.00217006","1","0.145591","0.145591"
21,"0.00252553","1","0.158954","0.158954"
22,"0.00300363","1","0.173543","0.173543"
23,"0.00357224","1","0.192264","0.192264"
24,"0.00424849","1","0.20991","0.20991"
25,"0.00563103","1","0.242993","0.242993"
26,"0.00669703","1","0.265295","0.265295"
27,"0.00796483","1","0.289644","0.289644"
28,"0.00947263","1","0.316228","0.316228"
29,"0.0133986","1","0.371463","0.371463"
30,"0.015935","1","0.399664","0.399664"
31,"0.0193668","1","0.436346","0.436346"
