adsorbent,adsorbates,temperature(k),pressure,pressureUnits,total_adsorption,adsorptionUnits,DOI
Zeolite LS-Li-KFI,Carbon Dioxide,303,0.235795,bar,0.235795,mmol/g,10.1021/La400352r
Zeolite LS-Li-KFI,Carbon Dioxide,303,0.516862,bar,0.516862,mmol/g,10.1021/La400352r
Zeolite LS-Li-KFI,Carbon Dioxide,303,1.22177,bar,1.22177,mmol/g,10.1021/La400352r
Zeolite LS-Li-KFI,Carbon Dioxide,303,2.84477,bar,2.84477,mmol/g,10.1021/La400352r
Zeolite LS-Li-KFI,Carbon Dioxide,303,6.82676,bar,6.82676,mmol/g,10.1021/La400352r
Zeolite LS-Li-KFI,Carbon Dioxide,303,16.3826,bar,16.3826,mmol/g,10.1021/La400352r
Zeolite LS-Li-KFI,Carbon Dioxide,303,34.3209,bar,34.3209,mmol/g,10.1021/La400352r
Zeolite LS-Li-KFI,Carbon Dioxide,303,43.0406,bar,43.0406,mmol/g,10.1021/La400352r
Zeolite 5A,Carbon Dioxide,303,0.242,bar,0.242,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,0.323,bar,0.323,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,0.404,bar,0.404,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,0.646,bar,0.646,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,1.05,bar,1.05,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,2.1,bar,2.1,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,2.83,bar,2.83,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,4.12,bar,4.12,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,5.17,bar,5.17,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,6.22,bar,6.22,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,7.35,bar,7.35,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,8.48,bar,8.48,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,9.53,bar,9.53,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,10.3,bar,10.3,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,11.6,bar,11.6,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,14.5,bar,14.5,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,20.4,bar,20.4,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,29.6,bar,29.6,mmol/g,10.1002/ceat.270170507
Zeolite 5A,Carbon Dioxide,303,40.6,bar,40.6,mmol/g,10.1002/ceat.270170507
Zeolite 13X,Carbon Dioxide,303,0.0744979,bar,0.0744979,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,0.160306,bar,0.160306,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,0.217512,bar,0.217512,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,0.274718,bar,0.274718,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,0.446335,bar,0.446335,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,0.818172,bar,0.818172,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,1.21861,bar,1.21861,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,2.1053,bar,2.1053,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,4.1075,bar,4.1075,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,6.1097,bar,6.1097,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,9.17021,bar,9.17021,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,12.2021,bar,12.2021,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,0.14054,bar,0.14054,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,0.253216,bar,0.253216,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,0.450399,bar,0.450399,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,0.760258,bar,0.760258,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,1.04195,bar,1.04195,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,1.74617,bar,1.74617,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,3.04195,bar,3.04195,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,4.98561,bar,4.98561,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,7.09829,bar,7.09829,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,9.01378,bar,9.01378,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,10.9856,bar,10.9856,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,13.0419,bar,13.0419,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,15.0419,bar,15.0419,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,17.0138,bar,17.0138,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,18.9856,bar,18.9856,mol/m3,10.1002/cssc.201100716
Zeolite 13X,Carbon Dioxide,303,19.9434,bar,19.9434,mol/m3,10.1002/cssc.201100716
Zeolite Na-A,Carbon Dioxide,298,0.00372489,bar,0.00372489,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.00515504,bar,0.00515504,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.00658518,bar,0.00658518,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.00658518,bar,0.00658518,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.00944547,bar,0.00944547,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.0123058,bar,0.0123058,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.0208866,bar,0.0208866,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.0409086,bar,0.0409086,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.0623608,bar,0.0623608,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.0923938,bar,0.0923938,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.15675,bar,0.15675,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.223967,bar,0.223967,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.292614,bar,0.292614,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.365551,bar,0.365551,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.441349,bar,0.441349,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.517146,bar,0.517146,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.594374,bar,0.594374,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.671602,bar,0.671602,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.748829,bar,0.748829,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.864671,bar,0.864671,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,0.944759,bar,0.944759,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,1.01627,bar,1.01627,mmol/g,10.1002/cssc.201200907
Zeolite Na-A,Carbon Dioxide,298,1.0606,bar,1.0606,mmol/g,10.1002/cssc.201200907
Zeolite 13X,Carbon Dioxide,323,0.0198,bar,0.0198,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,0.9988,bar,0.9988,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,1.9929,bar,1.9929,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,2.9993,bar,2.9993,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,4.0057,bar,4.0057,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,5.006,bar,5.006,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,6.0001,bar,6.0001,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,7.0065,bar,7.0065,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,8.0129,bar,8.0129,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,9.0193,bar,9.0193,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,0.0287,bar,0.0287,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,1.003,bar,1.003,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,1.9906,bar,1.9906,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,2.9975,bar,2.9975,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,4.0044,bar,4.0044,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,4.992,bar,4.992,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,1.0111,bar,1.0111,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,1.9996,bar,1.9996,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,2.988,bar,2.988,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,4.0017,bar,4.0017,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,5.003,bar,5.003,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,5.9918,bar,5.9918,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,6.9806,bar,6.9806,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,7.9694,bar,7.9694,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,9.0083,bar,9.0083,mmol/g,10.1002/ente.201600688
Zeolite 13X,Carbon Dioxide,323,10.0348,bar,10.0348,mmol/g,10.1002/ente.201600688
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.127669,bar,0.127669,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.24014,bar,0.24014,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.347545,bar,0.347545,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.438737,bar,0.438737,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.534996,bar,0.534996,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.602884,bar,0.602884,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.69509,bar,0.69509,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.765004,bar,0.765004,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.895713,bar,0.895713,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,1.22603,bar,1.22603,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,1.6212,bar,1.6212,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,2.32034,bar,2.32034,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,4.06313,bar,4.06313,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,0.189478,bar,0.189478,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,0.473188,bar,0.473188,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,0.694076,bar,0.694076,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,0.788308,bar,0.788308,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,0.880514,bar,0.880514,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,0.968667,bar,0.968667,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,1.05378,bar,1.05378,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,1.14497,bar,1.14497,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,1.36789,bar,1.36789,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,1.70226,bar,1.70226,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,2.26968,bar,2.26968,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,3.34372,bar,3.34372,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,4.29618,bar,4.29618,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.00916,bar,0.00916,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.116524,bar,0.116524,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.227981,bar,0.227981,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.317147,bar,0.317147,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.462042,bar,0.462042,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.491426,bar,0.491426,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.575526,bar,0.575526,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.676851,bar,0.676851,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.777163,bar,0.777163,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.89166,bar,0.89166,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,1.10444,bar,1.10444,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,1.38815,bar,1.38815,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,1.85425,bar,1.85425,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,2.7763,bar,2.7763,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,5.06625,bar,5.06625,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,0.189478,bar,0.189478,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,0.473188,bar,0.473188,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,0.694076,bar,0.694076,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,0.788308,bar,0.788308,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,0.880514,bar,0.880514,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,0.968667,bar,0.968667,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,1.05378,bar,1.05378,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,1.14497,bar,1.14497,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,1.36789,bar,1.36789,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,1.70226,bar,1.70226,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,2.26968,bar,2.26968,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,3.34372,bar,3.34372,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,343,4.29618,bar,4.29618,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.127669,bar,0.127669,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.24014,bar,0.24014,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.347545,bar,0.347545,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.438737,bar,0.438737,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.534996,bar,0.534996,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.602884,bar,0.602884,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.69509,bar,0.69509,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.765004,bar,0.765004,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,0.895713,bar,0.895713,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,1.22603,bar,1.22603,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,1.6212,bar,1.6212,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,2.32034,bar,2.32034,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,323,4.06313,bar,4.06313,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.00916,bar,0.00916,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.116524,bar,0.116524,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.227981,bar,0.227981,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.317147,bar,0.317147,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.462042,bar,0.462042,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.491426,bar,0.491426,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.575526,bar,0.575526,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.676851,bar,0.676851,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.777163,bar,0.777163,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,0.89166,bar,0.89166,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,1.10444,bar,1.10444,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,1.38815,bar,1.38815,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,1.85425,bar,1.85425,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,2.7763,bar,2.7763,mmol/kg,10.1006/jcis.1998.5733
Cu(I)–NaY zeolite,Carbon Dioxide,303,5.06625,bar,5.06625,mmol/kg,10.1006/jcis.1998.5733
Zeolite 13X,Carbon Dioxide,298,0.216819,bar,0.216819,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,0.446231,bar,0.446231,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,0.752113,bar,0.752113,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,1.44035,bar,1.44035,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,2.28153,bar,2.28153,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,3.658,bar,3.658,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,5.03447,bar,5.03447,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,7.71094,bar,7.71094,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,11.8403,bar,11.8403,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,19.7168,bar,19.7168,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,0.150835,bar,0.150835,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,0.347473,bar,0.347473,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,0.858734,bar,0.858734,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,1.92058,bar,1.92058,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,3.61168,bar,3.61168,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,5.53873,bar,5.53873,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,8.331,bar,8.331,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,12.5784,bar,12.5784,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,298,16.5505,bar,16.5505,mmol/g,10.1007/s10450-013-9527-2
Zeolite 13X,Carbon Dioxide,303,0.278768,bar,0.278768,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,303,0.475406,bar,0.475406,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,303,1.06532,bar,1.06532,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,303,1.9502,bar,1.9502,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,303,3.03171,bar,3.03171,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,303,4.89978,bar,4.89978,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,303,7.16112,bar,7.16112,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,303,10.209,bar,10.209,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,303,14.7317,bar,14.7317,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,303,20.5325,bar,20.5325,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,303,30.1678,bar,30.1678,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,303,40.0981,bar,40.0981,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,318,0.278768,bar,0.278768,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,318,0.672045,bar,0.672045,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,318,1.06532,bar,1.06532,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,318,2.14683,bar,2.14683,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,318,5.39137,bar,5.39137,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,318,10.209,bar,10.209,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,318,20.2376,bar,20.2376,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,318,30.1678,bar,30.1678,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,318,39.8031,bar,39.8031,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,333,0.278768,bar,0.278768,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,333,0.475406,bar,0.475406,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,333,0.967003,bar,0.967003,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,333,1.85188,bar,1.85188,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,333,3.22835,bar,3.22835,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,333,4.70314,bar,4.70314,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,333,7.0628,bar,7.0628,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,333,10.0124,bar,10.0124,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,333,14.9283,bar,14.9283,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,333,20.041,bar,20.041,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,333,25.0552,bar,25.0552,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,333,34.7889,bar,34.7889,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,333,39.7048,bar,39.7048,mmol/g,10.1007/s10450-013-9564-x
Zeolite 13X,Carbon Dioxide,373,0.0,bar,0.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.001,bar,0.001,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.002,bar,0.002,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.003,bar,0.003,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.004,bar,0.004,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.005,bar,0.005,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.006,bar,0.006,mmol/g,10.1007/s10450-018-00004-2
